键,键族,语义路径样本,S1_defaults.json,S2_出厂模板,S3_CLI骨架,S4_合同schema,S5_代码兜底,S6_登记册
block,kernel_v2、kernels,kernel_v2.block；kernels.block,该侧无此项,该侧无此项,该侧无此项,值[minimum=1] @eng/contracts/schemas/cpu_profile.schema.json#/kernels/additionalProperties/block ; eng/contracts/schemas/cpu_profile.schema.json#/kernel_v2/block,"值[0 ×5 (value(""k"",d),声明/赋值 k=) @lib/infrastructure/benchmark/backend_host/bench_report.h:64; lib/infrastructure/benchmark/backend_host/profile_gen.h:30; lib/infrastructure/benchmark/backend_host/profile_gen_v2.cpp:702; lib/infrastructure/benchmark/backend_host/worker_advisor.h:120 ## 1 ×3 (声明/赋值 k=,成员/赋值 r.k=) @lib/infrastructure/benchmark/backend_host/cpu_routing.cpp:200; lib/infrastructure/benchmark/backend_host/cpu_routing.h:28; lib/infrastructure/benchmark/backend_host/profile_gen.h:42 ## ""sub_block"" ×2 (成员/赋值 ev.k=) @lib/infrastructure/scheduler/src/export_stream.cpp:291; lib/infrastructure/scheduler/src/export_stream.cpp:450 ## 256 ×2 (具名常量 block,声明/赋值 k=) @lib/infrastructure/acr/backends/cuda/cuda_backend.hpp:115 ## ""prefetch"" ×1 (成员/赋值 ce.k=) @lib/infrastructure/scheduler/src/normalize_workflow.cpp:364 ## 0ull ×1 (value(""k"",d)) @lib/infrastructure/benchmark/backend_host/worker_advisor.cpp:202 ## 1ull ×1 (value(""k"",d)) @lib/infrastructure/benchmark/backend_host/cpu_routing.cpp:177] @15 处 / 6 个位点（前 4: value(""k"",d); 具名常量 block; 声明/赋值 k=; 成员/赋值 ce.k=）；全量见 side5_位点.log","值[declared_default=""由 profile""] @eng/packaging/config/config_registry.json#plugin_knobs[77] registered_key=kernel_v2.block (doc docs/plugins/infrastructure/19_runtime.md:68, module 19_runtime, finding=none) [registered_at=eng/contracts/schemas/cpu_profile.schema.json#/$defs/kernel_v2/properties/block]"
block_size,kernel_v1、kernels,kernel_v1.block_size；kernels.block_size,该侧无此项,该侧无此项,该侧无此项,值[minimum=0] @eng/contracts/schemas/cpu_profile.schema.json#/kernels/items/block_size ; eng/contracts/schemas/cpu_profile.schema.json#/kernel_v1/block_size,该侧无此项,该侧无此项
blocks.dtype,blocks,blocks.dtype,该侧无此项,该侧无此项,该侧无此项,"值[enum=[""f64"",""f32"",""i32"",""u8""]] @eng/contracts/schemas/pipeline_block.schema.json#/blocks/items/dtype",该侧无此项,该侧无此项
blocks.name,blocks,blocks.name,该侧无此项,"值[""e1""] @eng/packaging/config/templates/export.phase_config.json#blocks.[].name [phase=export] ||| 值[""m1""] @eng/packaging/config/templates/mosaic.phase_config.json#blocks.[].name [phase=mosaic] ||| 值[""red""] @eng/packaging/config/templates/normalize.phase_config.json#blocks.[].name [phase=normalize] ||| 值[""ha""] @eng/packaging/config/templates/normalize.phase_config.json#blocks.[].name [phase=normalize]",该侧无此项,该侧无此项,该侧无此项,该侧无此项
bright_star_mask,bright_star_mask,bright_star_mask,该侧无此项,该侧无此项,该侧无此项,该侧无此项,该侧无此项,"值[declared_default=null] @eng/packaging/config/config_registry.json#plugin_knobs[43] field=bright_star_mask (doc docs/plugins/algorithms_phase2/10_sampling.md:68, module 10_sampling, finding=unregistered) [registered_at=-]"
browser_verify,execution,execution.stage_timeout_sec.browser_verify,该侧无此项,该侧无此项,该侧无此项,值[exclusiveMinimum=0] @lib/infrastructure/pipeline/orchestrator/configs/stage1.schema.json#/execution/stage_timeout_sec/browser_verify,该侧无此项,该侧无此项
bunit,provenance、units,provenance.units.bunit；units.bunit,该侧无此项,该侧无此项,该侧无此项,"值[const=""1""] @eng/contracts/schemas/unified/coverage.schema.json#/units/bunit ; eng/contracts/schemas/unified/provenance.schema.json#/units/bunit ; eng/contracts/schemas/unified/rejection.schema.json#/units/bunit ; eng/contracts/schemas/unified/support.schema.json#/units/bunit ; eng/contracts/schemas/unified/validity.schema.json#/units/bunit ||| 值[const=""ADU""] @eng/contracts/schemas/product_family_field_constraints.schema.json#/provenance/if/units/bunit ; eng/contracts/schemas/unified/ivar.schema.json#/then/units/bunit ; eng/contracts/schemas/unified/signal.schema.json#/then/units/bunit ; eng/contracts/schemas/unified/variance.schema.json#/then/units/bunit ||| 值[const=""mag""] @eng/contracts/schemas/unified/depth_m5.schema.json#/units/bunit ||| 值[const=""ADU^-2""] @eng/contracts/schemas/unified/point_information.schema.json#/units/bunit","值[""ADU/sr"" ×2 (成员/赋值 p.units.k=) @lib/algorithms/integration/v6/src/phase2_integrate.cpp:437; lib/phase3_session/p3_v6_export.cpp:263] @2 处 / 1 个位点（前 4: 成员/赋值 p.units.k=）；全量见 side5_位点.log",该侧无此项
bytes,bytes、product_index,bytes；product_index.archive.bytes,该侧无此项,该侧无此项,该侧无此项,值[minimum=1] @eng/contracts/schemas/hips_storage_form.schema.json#/product_index/archive/bytes ||| 值[minimum=0] @eng/contracts/schemas/scheduler_probe_event.schema.json#/bytes,值[0 ×1 (声明/赋值 k=) @lib/include/astrocs/core/normalize_workflow.h:58] @1 处 / 1 个位点（前 4: 声明/赋值 k=）；全量见 side5_位点.log,该侧无此项
cache_budget_mb,22_gaia_xpsd_client#mem_cache_budget_mb、cache_budget_mb、mem_cache_budget_mb,22_gaia_xpsd_client#mem_cache_budget_mb；cache_budget_mb；mem_cache_budget_mb,该侧无此项,该侧无此项,该侧无此项,该侧无此项,该侧无此项,"值[declared_default=null] @eng/packaging/config/config_registry.json#plugin_knobs[103] field=cache_budget_mb (doc docs/plugins/infrastructure/19_runtime.md:71, module 19_runtime, finding=none) ; eng/packaging/config/config_registry.json#plugin_knobs[105] registered_key=22_gaia_xpsd_client#mem_cache_budget_mb (doc docs/plugins/infrastructure/22_gaia_xpsd_client.md:59, module 22_gaia_xpsd_client, finding=none) ; eng/packaging/config/config_registry.json#plugin_knobs[105] field=mem_cache_budget_mb (doc docs/plugins/infrastru… [registered_at=docs/plugins/infrastructure/19_runtime.md:69]"
cache_dir,cache_dir,cache_dir,该侧无此项,该侧无此项,该侧无此项,该侧无此项,该侧无此项,"值[declared_default=null] @eng/packaging/config/config_registry.json#plugin_knobs[89] field=cache_dir (doc docs/plugins/infrastructure/22_gaia_xpsd_client.md:58, module 22_gaia_xpsd_client, finding=unregistered) [registered_at=-]"
cache_mb,cache_mb、tile_cache_mb,cache_mb；tile_cache_mb,该侧无此项,该侧无此项,该侧无此项,该侧无此项,该侧无此项,"值[declared_default=null] @eng/packaging/config/config_registry.json#plugin_knobs[64] field=tile_cache_mb (doc docs/plugins/algorithms_phase3/16_fits_output.md:43, module 16_fits_output, finding=none) ; eng/packaging/config/config_registry.json#plugin_knobs[67] field=cache_mb (doc docs/plugins/infrastructure/17_aio.md:37, module 17_aio, finding=none) [registered_at=docs/plugins/algorithms_phase3/16_fits_output.md:43]"
calibrate,execution,execution.stage_timeout_sec.calibrate,该侧无此项,该侧无此项,该侧无此项,值[exclusiveMinimum=0] @lib/infrastructure/pipeline/orchestrator/configs/stage1.schema.json#/execution/stage_timeout_sec/calibrate,"值[""CALIBRATE"" ×1 (具名常量 CALIBRATE) @lib/infrastructure/pipeline/orchestrator/cpp/include/resource_monitor.h:41] @1 处 / 1 个位点（前 4: 具名常量 CALIBRATE）；全量见 side5_位点.log",该侧无此项
calibration.mode,calibration,calibration.mode,该侧无此项,该侧无此项,该侧无此项,"值[enum=[""standard"",""optimal"",""exposure_ratio""]] @lib/infrastructure/pipeline/orchestrator/configs/stage1.schema.json#/calibration/mode ||| 值[const=""standard""] @lib/infrastructure/pipeline/orchestrator/configs/stage1.schema.json#/if/calibration/mode ||| 值[enum=[""optimal"",""exposure_ratio""]] @lib/infrastructure/pipeline/orchestrator/configs/stage1.schema.json#/if/calibration/mode",该侧无此项,该侧无此项
catalog,catalog,catalog,该侧无此项,该侧无此项,该侧无此项,该侧无此项,该侧无此项,"值[declared_default=""gaia"" ｜note默认值断言: 默认gaia] @eng/packaging/config/config_registry.json#plugin_knobs[20] field=catalog (doc docs/plugins/algorithms_phase1/05_platesolve.md:35, module 05_platesolve, finding=gap) ; eng/packaging/config/config_registry.json#plugin_knobs[87] field=catalog (doc docs/plugins/infrastructure/22_gaia_xpsd_client.md:56, module 22_gaia_xpsd_client, finding=gap) [registered_at=-]"
catalog_version,catalog_version,catalog_version,该侧无此项,该侧无此项,该侧无此项,该侧无此项,该侧无此项,"值[declared_default=null] @eng/packaging/config/config_registry.json#plugin_knobs[21] field=catalog_version (doc docs/plugins/algorithms_phase1/05_platesolve.md:36, module 05_platesolve, finding=unregistered) ; eng/packaging/config/config_registry.json#plugin_knobs[88] field=catalog_version (doc docs/plugins/infrastructure/22_gaia_xpsd_client.md:57, module 22_gaia_xpsd_client, finding=unregistered) [registered_at=-]"
cd_matrix / cdelt,cd_matrix / cdelt,cd_matrix / cdelt,该侧无此项,该侧无此项,该侧无此项,该侧无此项,该侧无此项,"值[declared_default=null] @eng/packaging/config/config_registry.json#plugin_knobs[58] field=cd_matrix / cdelt (doc docs/plugins/algorithms_phase3/14_projection.md:39, module 14_projection, finding=unregistered) [registered_at=-]"
center,center,center,该侧无此项,该侧无此项,"值[{""ra_deg"": 0.0, ""dec_deg"": 0.0}] @lib/infrastructure/cli/session_commands.h#config_fields(export).center [export]",该侧无此项,值[0.0 ×1 (声明/赋值 k=) @lib/algorithms/noise_snr/cpp/src/snr_science.cpp:76] @1 处 / 1 个位点（前 4: 声明/赋值 k=）；全量见 side5_位点.log,该侧无此项
center_deg,export,export.config.wcs.center_deg,该侧无此项,该侧无此项,该侧无此项,该侧无此项,该侧无此项,"值[declared_default=null] @eng/packaging/config/config_registry.json#plugin_knobs[57] registered_key=export.config.wcs.center_deg (doc docs/plugins/algorithms_phase3/14_projection.md:38, module 14_projection, finding=none) [registered_at=eng/contracts/schemas/phase_config_export.schema.json#/$defs/export_wcs/properties/center_deg]"
cgroup_cpu_limit,cgroup_cpu_limit,cgroup_cpu_limit,该侧无此项,该侧无此项,该侧无此项,值[minimum=0] @eng/contracts/schemas/hardware_inspect.schema.json#/cgroup_cpu_limit,"值[0u ×2 (value(""k"",d)) @lib/infrastructure/benchmark/backend_host/worker_advisor.cpp:128; lib/infrastructure/benchmark/backend_host/worker_advisor.cpp:137] @2 处 / 1 个位点（前 4: value(""k"",d)）；全量见 side5_位点.log",该侧无此项
change_class,change_class,change_class,该侧无此项,该侧无此项,该侧无此项,"值[enum=[""governance"",""audit"",""release"",""quality"",""architecture"",""science"",""algorithm"",""api"",""performance"",""test"",""documentation"",""validation""]] @eng/contracts/schemas/task_result.schema.json#/change_class",该侧无此项,该侧无此项
checkpoint,checkpoint,checkpoint,该侧无此项,该侧无此项,该侧无此项,该侧无此项,该侧无此项,"值[declared_default=""true"" ｜note默认值断言: 默认true] @eng/packaging/config/config_registry.json#plugin_knobs[78] field=checkpoint (doc docs/plugins/infrastructure/19_runtime.md:69, module 19_runtime, finding=none) [registered_at=docs/plugins/infrastructure/19_runtime.md:33]"
checks.status,checks,checks.status,该侧无此项,该侧无此项,该侧无此项,"值[enum=[""pass"",""fail"",""skipped""]] @eng/contracts/config/cli_selftest.schema.json#/checks/items/status",该侧无此项,该侧无此项
checksum,checksum,checksum,该侧无此项,该侧无此项,该侧无此项,该侧无此项,"值[0 ×5 (声明/赋值 k=,成员/赋值 desc.k=) @lib/include/astrocs/core/block_flow.h:69; lib/include/astrocs/core/export_stream.h:87; lib/include/astrocs/core/mosaic_window.h:66; lib/include/astrocs/core/normalize_workflow.h:154 ## 2166136261u ×1 (声明/赋值 k=) @lib/infrastructure/pipeline/orchestrator/cpp/src/orchestrator.cpp:4603] @6 处 / 2 个位点（前 4: 声明/赋值 k=; 成员/赋值 desc.k=）；全量见 side5_位点.log","值[declared_default=""true"" ｜note默认值断言: 默认true] @eng/packaging/config/config_registry.json#plugin_knobs[69] field=checksum (doc docs/plugins/infrastructure/17_aio.md:39, module 17_aio, finding=none) [registered_at=docs/algorithms/PHASE3_FITS_IMPL.md:47]"
claims,point_information,point_information.optimality.claims,该侧无此项,该侧无此项,该侧无此项,"值[enum=[""BLUE"",""max_point_source_snr"",""min_flux_variance""]] @eng/contracts/schemas/product_family_field_constraints.schema.json#/point_information/optimality/claims/items",该侧无此项,该侧无此项
clip_negative,clip_negative,clip_negative,该侧无此项,该侧无此项,该侧无此项,该侧无此项,该侧无此项,"值[declared_default=""false"" ｜note默认值断言: 默认false] @eng/packaging/config/config_registry.json#plugin_knobs[6] field=clip_negative (doc docs/plugins/algorithms_phase1/01_calibration.md:50, module 01_calibration, finding=gap) [registered_at=-]"
clip_sigma,noise、noise_config,noise.clip_sigma；noise_config.clip_sigma,值[5.0] @eng/packaging/config/defaults.json#fields[key=noise.clip_sigma] [authority_status=sourced],该侧无此项,该侧无此项,值[default=5.0;exclusiveMinimum=0;maximum=100] @eng/contracts/schemas/phase_config_normalize.schema.json#/noise_config/clip_sigma,"值[3.0 ×2 (成员/赋值 c.k=,成员/赋值 cfg.k=) @lib/algorithms/coverage/src/sky_plane.cpp:230; lib/algorithms/coverage/src/sky_plane.cpp:251] @2 处 / 2 个位点（前 4: 成员/赋值 c.k=; 成员/赋值 cfg.k=）；全量见 side5_位点.log",该侧无此项
code,projections,projections.code,该侧无此项,该侧无此项,该侧无此项,"值[enum=[""TAN"",""SIN"",""CAR"",""AIT"",""STG"",""MOL"",""CEA"",""ZEA""]] @eng/contracts/schemas/projection_registry.schema.json#/projections/items/code","值[0 ×3 (声明/赋值 k=) @lib/infrastructure/cli/process.cpp:117; lib/infrastructure/cli/subcommand.h:78; lib/infrastructure/pipeline/orchestrator/cpp/src/checkpoint.cpp:80 ## ""G-P3-COV-00"" ×2 (成员/赋值 out.k=) @lib/algorithms/resample/p3_rsmp_propagation.cpp:104; lib/algorithms/resample/p3_rsmp_propagation.cpp:218 ## ""G-P3-IO"" ×2 (成员/赋值 out.k=) @lib/phase3_session/p3_v6_export.cpp:557; lib/phase3_session/p3_v6_export.cpp:731 ## ""G-P3-IO-PROV"" ×2 (成员/赋值 out.k=) @lib/phase3_session/p3_v6_export.cpp:571; lib/phase3_session/p3_v6_export.cpp:749 ## ""G-P3-QW-04"" ×2 (成员/赋值 out.k=) @lib/algorithms/resample/p3_rsmp_propagation.cpp:228; lib/algorithms/resample/p3_rsmp_propagation.cpp:236 ## ""G-P3-QW-DIM"" ×2 (成员/赋值 out.k=) @lib/algorithms/resample/p3_rsmp_propagation.cpp:165; lib/algorithms/resample/p3_rsmp_propagation.cpp:185 ## ""G-P3-QW-FRAME"" ×2 (成员/赋值 out.k=) @lib/algorithms/resample/p3_rsmp_propagation.cpp:172; lib/phase3_session/p3_v6_export.cpp:669 ## ""W_NR_LE4"" ×2 (声明/赋值 k=) @lib/algorithms/coverage/src/rejection.cpp:2581; lib/algorithms/coverage/src/rejection.cpp:2584 ## nullptr ×2 (具名常量 code,声明/赋值 k=) @lib/algorithms/coverage/src/rejection.cpp:2561 ## ""G-P3-INTG-DIM"" ×1 (成员/赋值 out.k=) @lib/phase3_session/p3_v6_export.cpp:488 ## ""G-P3-PROV"" ×1 (成员/赋值 out.k=) @lib/phase3_session/p3_v6_export.cpp:720 ## ""G-P3-PSF-02"" ×1 (成员/赋值 out.k=) @lib/algorithms/resample/p3_rsmp_propagation.cpp:211 ## ""G-P3-QW-00"" ×1 (成员/赋值 out.k=) @lib/algorithms/resample/p3_rsmp_propagation.cpp:158 ## ""G-P3-REOPEN"" ×] @45 处 / 4 个位点（前 4: 具名常量 code; 声明/赋值 k=; 成员/赋值 g.k=; 成员/赋值 out.k=）；全量见 side5_位点.log",该侧无此项
coff,tile_entry,tile_entry.coff,该侧无此项,该侧无此项,该侧无此项,值[minimum=0] @eng/contracts/schemas/hips_storage_form.schema.json#/tile_entry/coff,该侧无此项,该侧无此项
color_map,color_map,color_map,该侧无此项,该侧无此项,该侧无此项,该侧无此项,该侧无此项,"值[declared_default=""inferno"" ｜note默认值断言: 默认inferno] @eng/packaging/config/config_registry.json#plugin_knobs[93] field=color_map (doc docs/plugins/infrastructure/23_hips_browser.md:33, module 23_hips_browser, finding=none) [registered_at=docs/plugins/infrastructure/23_hips_browser.md:31]"
compression,compression,compression,该侧无此项,该侧无此项,该侧无此项,该侧无此项,"值[0.0f ×5 (初始化列表 k(…),成员/赋值 p.k=) @lib/infrastructure/hips_browser/healpix_browser_qt/app/stf_bar.cpp:46; lib/infrastructure/hips_browser/healpix_browser_qt/core/stf_engine.cpp:67; lib/infrastructure/hips_browser/healpix_browser_qt/core/stf_engine.cpp:71; lib/infrastructure/hips_browser/healpix_browser_qt/core/stf_engine.cpp:83 ## 0.5f ×3 (成员/赋值 bright.k=,成员/赋值 dark.k=,成员/赋值 p.k=) @lib/infrastructure/hips_browser/healpix_browser_qt/app/browser_cli.cpp:569; lib/infrastructure/hips_browser/healpix_browser_qt/app/browser_cli.cpp:578; lib/infrastructure/hips_browser/healpix_browser_qt/core/stf_engine.cpp:75 ## 0.8f ×3 (声明/赋值 k=,成员/赋值 p.k=) @lib/infrastructure/hips_browser/healpix_browser_qt/core/stf_engine.cpp:152; lib/infrastructure/hips_browser/healpix_browser_qt/core/stf_engine.cpp:79; lib/infrastructure/hips_browser/healpix_browser_qt/core/stf_engine.h:41] @11 处 / 5 个位点（前 4: 初始化列表 k(…); 声明/赋值 k=; 成员/赋值 bright.k=; 成员/赋值 dark.k=）；全量见 side5_位点.log","值[declared_default=""none"" ｜note默认值断言: 默认none] @eng/packaging/config/config_registry.json#plugin_knobs[65] field=compression (doc docs/plugins/algorithms_phase3/16_fits_output.md:44, module 16_fits_output, finding=none) [registered_at=docs/plugins/algorithms_phase3/16_fits_output.md:44]"
