ID,原判据摘要,判定,证据,归属任务,根因,方案,验收门,依据,备注
W5-N-13,解压缓冲 8×4^k 无字节上限，全败仅 clear 静默空块续跑,OPEN,"timeout 30 grep -n estSize lib/infrastructure/aio/src/ahpx/aio_ahpx_reader.cpp (rc=0) -> :473/:491 ""size_t estSize = blk->size * 8;""、:481/:499 ""estSize *= 4;""（ZSTD/LZ4 两分支各 8 次尝试）；timeout 30 sed -n ""470,505p"" (rc=0) -> 失败分支 ""result.clear(); return result;"" 无错误传播",AIO-001,"无字节封顶与错误传播（ASTROCS_DESIGN §12 禁""无界内存增长""，ENGINEERING_SPEC §10）",设显式字节上限并在全败时返回错误而非空块,超大 blk->size/损坏块的负例：不静默空块、不无界增长,-,峰值 8×4^k 为算术推论；是否触达 bad_alloc 属运行期未判
W5-N-15,stod 解析失败与键缺失/空值折叠为同一缺省；CCD-TEMP 失败=0.0 与合法温度同值不可辨,OPEN,"timeout 30 grep -n ""catch (...)"" lib/infrastructure/aio/src/aio_fits.cpp (rc=0) -> :389 ""try { return std::stod(v); } catch (...) { return def; }""、:491 ""catch (...) { cal.ccd_temp = 0.0; }""；timeout 30 sed -n ""385,395p"" (rc=0) -> kw_float 对缺键与解析失败走同一 return def",DATA-001,缺值/解析失败/合法值三者不可辨（UNIFIED_MODEL §2 字段一义）,引入 has_*/invalid 判别位或 NaN 哨兵，分离哨兵与合法值域,缺键、非法值、合法 0.0 三者可区分的用例,-,-
M5b-E-04,acs_status 在 common_abi_v1.h 与 abi/status_codes.h 各定义一次，头注所指 tests/abi/run_abi_checks.sh 不存在,OPEN,"timeout 30 ls tests/abi/run_abi_checks.sh -> ls: 无法访问 'tests/abi/run_abi_checks.sh': 没有那个文件或目录 (rc=2)；timeout 30 grep -c ""typedef enum acs_status"" include/astrocs/common_abi_v1.h include/astrocs/abi/status_codes.h -> rc=0: 1 / 1；timeout 30 grep -n run_abi_checks.sh include/astrocs/abi/status_codes.h -> rc=0: :10 …机器检查见 tests/abi/run_abi_checks.sh）:",ARCH-001,头注释悬空引用不存在的机器检查；同名枚举在 legacy 与 abi 两头族各定义一次，语义由 TU 选哪份头决定,补 tests/abi/run_abi_checks.sh 或改注释指向现存检查；两族枚举收敛为单一源,注释所指脚本存在且至少一条能红能绿的检查；acs_status 定义点=1,ENGINEERING_SPEC §4/§8（API 与 ABI 一致、无悬空引用）,-
M8a-G-009,vendored json-schema-validator 目录 10 文件无许可全文、DEPENDENCIES.md 无登记,NOT-APPLICABLE,"timeout 30 ls -d json-schema-validator vendor -> ls: 无法访问 'json-schema-validator': 没有那个文件或目录 / ls: 无法访问 'vendor': 没有那个文件或目录 (rc=2)；timeout 30 find . -maxdepth 3 -name json-schema-validator -not -path ""./.git/*"" -> 0 命中 (rc=0)",ARCH-001,-,-,-,退役记录：缺陷对象目录本轮实测已不存在（ARCH-001 迁移清运对象）；现行权威 ASTROCS_DESIGN §12（发布候选门）+ §7（源码根=lib/algorithms+lib/infrastructure）无该 vendored 通道,台账原判已是 VOID；最新权威下亦不构成独立偏差（若遗留通道被复活或进入分发则重新立案）
V11-N-02,aio_hips.h 结构 8 字段而五份 Python 镜像全 7 字段且无 struct_size,FIXED,"timeout 30 ls lib/infrastructure/aio/tools/ -> rc=0: aio_abi_mirror.py；timeout 30 sed -n '73,75p' lib/infrastructure/aio/include/aio_hips.h -> rc=0: // Python 侧唯一权威镜像: lib/infrastructure/aio/tools/aio_abi_mirror.py / (机器锁 aio_abi_layout_lock 逐字段比对; 禁止在任何脚本里另抄一份 _fields_)；timeout 30 for f in hips_direct_smoke.py v5_snr_precision_roundtrip.py v5_maptile_oracle.py hips_mapping_oracle.py; do grep -n AstroSphereTileView $f; done -> 0 命中（旧镜像改为 import abi）",ARCH-001,-,-,-,修复证据：镜像收敛为单点 aio_abi_mirror.py（含 struct_size/abi_version），四份旧脚本改 import，五份漂移镜像消失,-
V11-N-03,GaiaSpectrumStar Python 侧 3 字段/24B 而 C 侧 5 字段/32B，镜像未同步,OPEN,"timeout 30 sed -n '78,81p' lib/algorithms/platesolve/tools/diag_gaia_psf_projection.py -> rc=0: class GaiaSpectrumStar(ctypes.Structure): _fields_ = [(""ra"", ctypes.c_double), (""dec"", ctypes.c_double), (""magG"", ctypes.c_double)]；timeout 30 grep -n ""flux_min;|flux_mul;"" lib/infrastructure/gaia_xpsd_client/src/gaia_client.h -> rc=0: :64 float flux_min; / :65 float flux_mul;（C 侧 5 字段）",ARCH-001,Python 以 24B 步长解释 C 的 32B 数组：i≥1 星坐标静默错位，无 rc 无告警，PSF-001 归因证据图的产错性质不变,补 flux_min/flux_mul 两字段，或退役该 diag 并在证据条目加「仅第 1 颗星可信」失效声明,ctypes.sizeof(GaiaSpectrumStar)==sizeof(C 结构)==32,ASTROCS_DESIGN §7.3（版本化 C ABI/结构自描述）；ENGINEERING_SPEC §4-3,台账锚 108-111 → 现 78-81
V11-N-06,struct_size 三套互斥语义并存（严格相等拒绝 / ==0 放行 / < 拒绝）,OPEN,"timeout 30 grep -rn ""struct_size != sizeof|struct_size != 0|struct_size <"" lib/infrastructure/aio/src/aio_abi.cpp lib/infrastructure/pipeline/module_loader/secure_loader.c lib/infrastructure/aio/io/fits_core.c lib/infrastructure/aio/io/hips_core.c -> rc=0: aio_abi.cpp:101 if (out->struct_size != sizeof(aio_abi_info_v1) || / fits_core.c:83 if (struct_size != 0 && struct_size != (uint32_t)expect_size) { / secure_loader.c:572 if (api->head.struct_size < sizeof(acs_module_api_v1)) {",ARCH-001,头文件规定的 peer≥self 兼容规则几乎无人用；三种会话入口+装载器按严格相等、runtime/io 按零放行，语义由调用点决定,统一为头文件声明的兼容规则（peer≥self 或严格相等）并在头注登记,三种入口对同一 struct_size 行为一致；负向注入尺寸不匹配 → 一致拒绝,ASTROCS_DESIGN §7.3；ENGINEERING_SPEC §4-3,台账「严格相等 8 处 / ==0 放行 3 处」口径复核成立（本轮抽样 3 处）
V11-N-07,check_abi_boundary.py 的语料与被跨语言/跨 DLL 消费的 8 个公开头 8/8 零交集,OPEN,"timeout 30 sed -n '13,16p' tools/check_abi_boundary.py -> rc=0: HEADERS = [ REPO / ""include/astrocs/common_abi_v1.h"", ] / # 额外扫描 backend/provider 公开头（ARCH-001 迁移后路径）_BACKEND_HOST = REPO / ""lib/infrastructure/benchmark/backend_host""；timeout 30 for h in ipv_api.h aio_hips.h aio_pipeline.h star_detector.h dynamic_psf.h gaia_client.h fits_stream_v1.h aio_abi_v1.h; do grep -c $h tools/check_abi_boundary.py; done -> 8/8 全 0 (rc=1)",ARCH-001,被跨 DLL/跨语言消费的 8 个公开头不在检查语料内，检查对真实 ABI 边界零覆盖,把 8 个头纳入 HEADERS 并支持匿名结构扫描（现正则要求 typedef struct 具名 tag）,改动任一头字段后该检查 rc≠0（能红）,ENGINEERING_SPEC §8（API 文档与 AST 一致、DLL/SO 导出与 ABI 合同一致）；ASTROCS_DESIGN §7.3,-
V11-N-08,aio_abi_info_v1 与 AstroAbiInfo 字段顺序相反；被门检的一份与交付路径实际使用的一份不是同一类型,OPEN,"timeout 30 sed -n '69,72p' include/astrocs/io/aio_abi_v1.h -> rc=0: typedef struct aio_abi_info_v1 { uint32_t struct_size; uint32_t abi_version;（struct_size 在前）；timeout 30 grep -n ""abi_version;|struct_size;"" lib/infrastructure/aio/include/aio_pipeline.h -> rc=0: :84 uint32_t abi_version; / :85 uint32_t struct_size;（顺序相反）",ARCH-001,两份字段顺序相反的握手结构并存；orchestrator 只比 5 项却在日志打印 struct_size，enum_fingerprint 全仓无比较点,收敛为单一握手结构，或声明两者的显式转换关系并纳入门检,交付路径使用的结构与门检结构同型（字段顺序一致）；enum_fingerprint 有比较点,ASTROCS_DESIGN §7.3（每个生产 DAG 节点映射唯一真实 module/DLL/导出入口，结构体带 struct_size/abi_version）,-
V11-N-09,5 个被 ctypes 消费的交付 DLL 无 .def/.map 导出白名单；Gaia 公共 ABI 头仍住 src/,OPEN,timeout 30 find lib providers runtime cli modules -name '*.def' -o -name '*.map' | wc -l -> 10 (rc=0)：全在 calibration/cosmetic/drizzle/hips/noise_snr；timeout 30 ls lib/infrastructure/gaia_xpsd_client/src/gaia_client.h -> rc=0（公共 ABI 头仍在 src/）,ARCH-001,5 个被跨语言消费的目录导出面仍等于 *_EXPORT 全开（无白名单）；公共 ABI 头住 src/ 逃过任何 include/ 面普查,为 5 个 DLL 补 .def/.map 导出白名单；gaia_client.h 移入 include/,改动导出符号后 ABI 检查能红；gaia_client.h 位于 include/ 面,ASTROCS_DESIGN §7.3（每个模块为独立 DLL/SO 且导出入口唯一）；ENGINEERING_SPEC §8,台账 10 个（5 .def + 5 .map）计数复现
V11-N-10,ctypes 镜像漂移 7 处/6 文件/3 结构；6 个漂移文件在 ci/checks.json 全部 0 命中,OPEN,"timeout 30 grep -rn AioHipsSnrPoint --include=*.py lib/ -> rc=0: 单点 aio_abi_mirror.py:61（旧脚本改为 import abi）；timeout 30 sed -n '78,81p' lib/algorithms/platesolve/tools/diag_gaia_psf_projection.py -> rc=0: GaiaSpectrumStar 仍 3 字段（漂移未清零）；timeout 30 grep -n ""aio_abi_layout_lock|aio_abi_mirror"" ci/checks.json -> 0 命中 (rc=1)",ARCH-001,漂移面已从 7 处收窄到 GaiaSpectrumStar 一处，但布局锁未注册为 CI 项 ⇒ 「零采集 ⇒ 必漂」的单向包含关系仍在,修 GaiaSpectrumStar 镜像；把 aio_abi_layout_lock 注册进 ci/checks.json,全仓 ctypes 镜像 sizeof 与 C 头一致且为注册检查；篡改字段后门能红,ENGINEERING_SPEC §8（每项检查能红能绿）；ASTROCS_DESIGN §7.3,S-1/S-2 分母口径已变（include/ 现 23 文件），已按新布局复核
V12-N-01,include/ 全 23 文件无任何科学常数头，1.482602218505602/0.6745/1.253 等散落裸字面量,OPEN,timeout 30 find include -type f | wc -l -> 23 (rc=0)；timeout 30 find include -name '*constant*' -> 0 命中 (rc=0)；timeout 30 grep -rn kLn10 lib/ --include=*.cpp --include=*.h -> rc=0: noise_model.cpp:34（仅 log10↔ln 一项有单点定义）,ARCH-001,科学常数无单点权威头，权威点数=0，架构上无处写对；各域继续裸字面量复制,建 include/astrocs/science/constants_v1.h 并把各域常数改引用,每个冻结常数定义点=1 且被 CI 常数一致性门覆盖（改一处即全局生效）,ENGINEERING_SPEC §3（科学常数不可修改须单点权威）；ASTROCS_DESIGN §11.1,台账 23 文件口径本轮复现
W1-N-05,HpAutoNsideResult 无 struct_size/abi_version（HP_DRIZZLE_API 导出面）,OPEN,"timeout 30 grep -n ""struct_size|abi_version"" lib/algorithms/drizzle/healpix_drizzle/hp_drizzle_api.h -> 0 命中 (rc=1)；timeout 30 grep -n HpAutoNsideResult lib/algorithms/drizzle/healpix_drizzle/hp_drizzle_api.h -> rc=0: :111 } HpAutoNsideResult; / :114 HP_DRIZZLE_API … HpAutoNsideResult* result);",ARCH-001,新边界结构未继承 ASTROCS_DESIGN §7.3 的四件套；DLL 新旧错配无运行期自拒（同 V2-N-01 同类错位复现路径）,为该结构补 struct_size/abi_version 并在导出入门校验尺寸,头内该结构含两字段且入口拒绝尺寸不匹配（负向注入能红）,ASTROCS_DESIGN §7.3（版本化 C ABI，结构体带 struct_size/abi_version）；ENGINEERING_SPEC §4-3,台账对象 lib/healpix_db/healpix_drizzle 已迁 lib/algorithms/drizzle/healpix_drizzle
W5-N-07,acs_status_name_v1 / acs_status_domain_name_v1 只声明无定义（生产 TU 采用即链接失败）,OPEN,"timeout 30 grep -n ""acs_status_name_v1|acs_status_domain_name_v1"" include/astrocs/abi/status_codes.h include/astrocs/abi/lifecycle_v1.h -> rc=0: status_codes.h:210 const char* acs_status_name_v1(acs_status s); / :211 const char* acs_status_domain_name_v1(int32_t domain); / lifecycle_v1.h:236 注释引用；timeout 30 grep -rn acs_status_name_v1 lib include tools tests ci -> rc=0: 仅上列 3 条（全域 0 定义体）",ARCH-001,声明即链接失败：无任何 TU 提供定义体，Python 侧亦无名值映射；同族 artifact 有生产实现、lifecycle 仅测试探针实现、status 全无,补生产实现（与 acs_artifact_status_name_v1 同规），或删除声明,该符号有唯一定义体且被 ABI/悬空引用检查覆盖（改声明即门变红）,ENGINEERING_SPEC §8（删除/重命名无悬空引用）；ASTROCS_DESIGN §11.3（不得以声明冒充实现）,台账行锚 status_codes.h:210-211 复现
W5-N-08,status_str 是第 4 份私有名值表且缺 ACS_ERR_EXCEPTION=10；to_result 域折叠,OPEN,"timeout 30 sed -n '299,320p' lib/infrastructure/scheduler/src/module_adapters.cpp -> rc=0: std::string status_str(acs_status st) { switch (st) { case ACS_OK…ACS_ERR_INTERNAL 共 11 值，default: return ""UNKNOWN("" + std::to_string(static_cast<int>(st)) + "")""; }（无 10）；timeout 30 grep -n ACS_ERR_EXCEPTION include/astrocs/abi/status_codes.h -> rc=0: :164 ACS_ERR_EXCEPTION = 10,   /* DLL 边界捕获内部 C++ 异常并转换 */",ARCH-001,表缺项（10 落 UNKNOWN）+ to_result 把 10/7/9 折叠到 INTERNAL，语义由 TU 选哪份头决定；与统一状态码要求冲突,名值表改用 abi/status_codes.h 单源（含 10），to_result 补 10/7/9 的域映射,表覆盖 status_codes.h 全部枚举值；负向注入 10 → 非 UNKNOWN 且域正确,ASTROCS_DESIGN §7.3（ABI 边界语义唯一）；ENGINEERING_SPEC §9（统一状态码传播）,台账行锚 :299-315/:317-329 复现
M2a-B-3,"hp_drizzle_api.h 两处对 pixfrac 定义域互斥(0.0~1.0 与 (0,1])，pixfrac=0.0 可过 API validate 而在引擎层才被拒",OPEN,"timeout 20 grep -n pixfrac lib/algorithms/drizzle/src/module_entry.cpp rc=0 -> 306:double pixfrac; /* [0,1] (DISP-DRZ-003 口径, 不改语义) */ / 356:if(!isfinite(pixfrac)||pixfrac<0.0||pixfrac>1.0){（0.0 通过）；timeout 20 grep -n pixfrac lib/algorithms/drizzle/healpix_drizzle/hp_drizzle_api.h rc=0 -> 37:// pixfrac: 像素收缩因子 (0.0~1.0, 默认 1.0) / 126:double pixfrac; // source leaf 球面收缩 (0, 1]；timeout 20 grep -n pixfrac docs/science/DRIZZLE.md rc=0 -> 31:0<pixfrac<=1 否则 NO_DATA；143:有效域 (0,1]，非法值显式 NO_DATA，不静默夹逼",CFG-001,"接口层注释/校验用 [0,1]，引擎与 SCI 用 (0,1]，拒绝时机被推迟到引擎层（fail-late）；偏差已登记为 DISP-DRZ-003（PUBLIC_API.md:264 亦自认）但代码未改","模块入口校验改 pixfrac<=0 即拒（NO_DATA），统一 hp_drizzle_api.h:37/126 与 types.h 注释为 (0,1]",negative 用例 pixfrac=0.0 在 validate/plan 阶段即返回 NO_DATA；三处定义域文本逐字一致,docs/science/DRIZZLE.md §4:31/§9a:143（SCI 冻结）；ENGINEERING_SPEC §3 科学代码红线,"目标 lib/drizzle → lib/algorithms/drizzle；module_entry.cpp:355 的 API-DRZ-001 锚已改为「契约只约束 (0,1])」"
M2a-C-6,两入口缺键默认分裂：编排 json_config.h/stage1.template.json 用 0.8，DLL module_entry.cpp/module_adapters.cpp 用 1.0，且 0.8 无权威数值出处,OPEN,"timeout 20 grep -n pixfrac lib/infrastructure/pipeline/orchestrator/cpp/include/json_config.h lib/infrastructure/pipeline/orchestrator/configs/stage1.template.json lib/infrastructure/scheduler/src/module_adapters.cpp rc=0 -> json_config.h:67:double pixfrac=0.8; // (0,1] / stage1.template.json:41:""pixfrac"": 0.8, / module_adapters.cpp:2967:p1_num(dj,""pixfrac"",1.0)；timeout 20 grep -n pixfrac lib/algorithms/drizzle/src/module_entry.cpp rc=0 -> 355:if(!found) pixfrac=1.0；timeout 20 sed -n ""448,466p"" config/defaults.json rc=0 -> key=drizzle.pixfrac value=null authority_status=pending_authority pending_task=SCI-RES-01/R-005（GAP-024）",CFG-001,同一配置项在两个入口各自定义缺键默认且数值不同（0.8 vs 1.0）；科学默认值来源空缺已由 config/defaults.json 以 pending_authority 占位承认但未收口,以 config/defaults.json 为唯一数值源生成两入口默认；默认值经 R-005 定权威或显式标 pending_authority 并在两岸同步,config 校验门断言 code 内不出现 pixfrac 字面量默认（除生成物）；两入口同缺键场景输出一致（oracle 对拍）,ENGINEERING_SPEC §3 默认容差不可编造/ASTROCS_DESIGN §3.3 从 config/defaults.json 读取,module_entry.cpp 的 API-DRZ-001 锚注释已改；PUBLIC_API.md API-DRZ-001 节(:207-262)确无默认值条款
M3-C-009,orchestrator 的 dark_opt/dark_k 为常量，Stage1Config 仍接受 mode/fallback/light_exposure_s/dark_exposure_s 但校准恒走 standard 分支,OPEN,timeout 20 grep -n -e dark_opt -e dark_k lib/infrastructure/pipeline/orchestrator/cpp/src/orchestrator.cpp rc=0 -> 957:int dark_opt=0; 958:double dark_k=1.0; 1162/1170/1174/1268 只读（记录/传参/kv_set），无按配置分支；timeout 20 grep -n -e mode -e fallback lib/infrastructure/pipeline/orchestrator/cpp/include/json_config.h rc=0 -> 35-38 mode/light_exposure_s/dark_exposure_s/fallback 字段仍在（接受但无消费分支）,CFG-001,A 线编排入口把暴露的配置键与恒定分支解耦：dark_opt/dark_k 是常量、曝光键仅告警比较，IR 通道已有 dark_optimization 与 k 推导（module_adapters.cpp:1280-1306）→ 两通道语义不一致,删除或接通 A 线 dark 配置分支（与 IR 通道同源）；未接通前把键标为 NOT_IMPLEMENTED 并按 §12 明确报告,配置键要么有消费分支与 oracle，要么在 schema/文档标 NOT_IMPLEMENTED 且机器检查可判（键=实现态一致）,ASTROCS_DESIGN §3.3 运行 JSON 只写必要参数；ENGINEERING_SPEC §8 活动文档无陈旧状态,台账 :957-974 与现行 :957-958 同址；json_config.h 哈希 d3147c6fd848 一致
M3b-C-05,star_detection 的结构图五字段全仓无读取点（仅默认值与声明），且 sdet_detector.cpp 硬编码 clip/max_rounds 3.0f/3 与默认 9.0f/5 并存,OPEN,"timeout 20 grep -rn -e structureLayers -e iterativeClipSigma -e iterativeMaxRounds -e medianFilterDetail lib/algorithms/star_detection rc=0 -> 生产侧仅 sdet_api.cpp:1005-1009 默认赋值、include/star_detector.h:18-22 声明；其余为 tests/module.yaml/README；timeout 20 sed -n ""18,36p"" lib/algorithms/star_detection/src/sdet_detector.cpp rc=0 -> 31:sdet_dynamic_regional_background(s1,smap.data(),w,h,100,20,20,4,3.0f,3,16)（clip=3.0f/max_rounds=3 硬编码）",CFG-001,ALG/module.yaml 宣称的消费路径不存在（4 字段零读取），默认值与生产硬编码两套值并存 → 声明与实现脱钩,删除未消费字段或接通；硬编码处改从参数/默认值单源取,参数或删或通：机器检查断言 Params 字段均有读取点（生产 TU 内非默认赋值）,ENGINEERING_SPEC §3 默认参数不可修改/§8 活动文档无历史状态冒充,台账路径 lib/star_detector → lib/algorithms/star_detection；:31 行号未漂移
