来源成稿,行,条目,短标题,被点名对象,全部对象,对象数,定级,置信,原文
AUD-101-D1残余.md,184,,| 悬空引用 | `:26`「写入 `OPEN_QUESTIONS.md`」→ 包内文件存在（`工程控制/RELEASE,工程控制/RELEASE-05/OPEN_QUESTIONS.md,工程控制/RELEASE-05/OPEN_QUESTIONS.md,1,,,| 悬空引用 | `:26`「写入 `OPEN_QUESTIONS.md`」→ 包内文件存在（`工程控制/RELEASE-05/OPEN_QUESTIONS.md`，跟踪集 ✓），列出以证已核。`:15`「SCI-501 后无双计」、`:16`「（SCI-502）」指同包任务书 → `tasks/SCI-501.md`/`SCI-502.md` 均在跟踪集 ✓。**无文件级死链** |
AUD-101-D1残余.md,185,,| 与上位冲突 | **本批最高优先级单条：`:14`「适用域 n≥100」把已作废的科学定案当现行验收判据**。<br,docs/science/PHOTOMETRY.md,docs/science/PHOTOMETRY.md 工程控制/RELEASE-05/OPEN_QUESTIONS.md eng/ci/check_provenance_consistency.py,3,,降级,| 与上位冲突 | **本批最高优先级单条：`:14`「适用域 n≥100」把已作废的科学定案当现行验收判据**。<br>① 科学正本现文 `docs/science/PHOTOMETRY.md:394` §16.5 标题「星数依赖与降级语义（SCI-A 实验定案）」，`:399` 第 1 条逐字：「**星数不构成拒绝条件**：不存在星点少到无法测光的图；任何可解析帧都完成测光定标并出产品…；**不设固定星数门槛**」——全文 `grep 'n≥100\|星数门槛'` 仅命中该否定句，**无任何 n≥100 门槛**。<br>② 裁决在案 `工程控制/RELEASE-05/OPEN_QUESTIONS.md:40`「## Q-5（科学文档 vs 代码落地缺口）测光星数门槛」，`:42`「**状态：已裁决**。负责人裁决：…把相关门槛与限制都删掉；星数真的少时应报拟合失败，而不是用门禁去卡」
AUD-101-D1残余.md,186,,| 处置建议 | **保留原地（未收口的控制包内合规形态）+ 收口前必改一处**：`:14` 删「适用域 n≥100」，,docs/science/PHOTOMETRY.md,docs/science/PHOTOMETRY.md,1,,,| 处置建议 | **保留原地（未收口的控制包内合规形态）+ 收口前必改一处**：`:14` 删「适用域 n≥100」，或改为「星数不构成拒绝条件（`docs/science/PHOTOMETRY.md §16.5` 第 1 条）」的正向表述。理由：标准 01 §1「下位文档与上位文档冲突时以上位为准；**冲突本身是缺陷**，需在整治中消除」＋§4「只写现行设计要怎样」。目录层面按 `CONTROL_PACK_SPEC §9` 随包移除（前置动作见共用判定 7）。 |
AUD-101-D1残余.md,188,,### 1.5 `工程控制/RELEASE-05/tasks/ARCH-501.md`,工程控制/RELEASE-05/tasks/ARCH-501.md,工程控制/RELEASE-05/tasks/ARCH-501.md,1,,,### 1.5 `工程控制/RELEASE-05/tasks/ARCH-501.md`
AUD-101-D1残余.md,192,,| 路径 | `工程控制/RELEASE-05/tasks/ARCH-501.md` |,工程控制/RELEASE-05/tasks/ARCH-501.md,工程控制/RELEASE-05/tasks/ARCH-501.md,1,,,| 路径 | `工程控制/RELEASE-05/tasks/ARCH-501.md` |
AUD-101-D1残余.md,197,,| 上游 | `:7`「最高设计 §8.1/§8.2；ENGINEERING_SPEC §4.1；CONTRACT-50,docs/contracts/PIPELINE_BLOCK_CONTRACT.md,docs/contracts/PIPELINE_BLOCK_CONTRACT.md,1,,,| 上游 | `:7`「最高设计 §8.1/§8.2；ENGINEERING_SPEC §4.1；CONTRACT-501 的块生命周期合同。」实测 `ASTROCS_DESIGN.md:544` §8.1「总原则：唯一 CLI 入口、阶段独立调度器」、`:571` §8.2「阶段内：命名块内存管线与块生命周期」、`ENGINEERING_SPEC.md:55` §4.1「管线纪律（对应最高设计 §8）」、合同 `docs/contracts/PIPELINE_BLOCK_CONTRACT.md` 存在 ⇒ **四条依据全部可核，本批任务书中依据最实的一份**，无 §号错配 |
AUD-101-D1残余.md,198,,| 下游 | ID 级 16 个文件（含 `CMakeLists.txt`、`eng/ci/ID_MIGRATION_M,eng/ci/ID_MIGRATION_MAP.md,eng/ci/ID_MIGRATION_MAP.md,1,,,| 下游 | ID 级 16 个文件（含 `CMakeLists.txt`、`eng/ci/ID_MIGRATION_MAP.md:88/:264` 的 `CHK-ARCH501-BLOCK-FRAME`/`CTEST-CORE-BLOCK-FRAME`）；路径级 0 |
AUD-101-D1残余.md,199,,| 是否正本 | 否（块生命周期正本是 `docs/contracts/PIPELINE_BLOCK_CONTRACT.,docs/contracts/PIPELINE_BLOCK_CONTRACT.md,docs/contracts/PIPELINE_BLOCK_CONTRACT.md,1,,,| 是否正本 | 否（块生命周期正本是 `docs/contracts/PIPELINE_BLOCK_CONTRACT.md`，本件是其产出指令） |
AUD-101-D1残余.md,200,,| 重复或重叠对象 | `docs/contracts/PIPELINE_BLOCK_CONTRACT.md`。**两处,docs/contracts/PIPELINE_BLOCK_CONTRACT.md,docs/contracts/PIPELINE_BLOCK_CONTRACT.md eng/ci/ID_MIGRATION_MAP.md,2,,,| 重复或重叠对象 | `docs/contracts/PIPELINE_BLOCK_CONTRACT.md`。**两处原文**：本件 `:15`「实现 block 元数据（合同字段）、引用计数/消费者集合、创建-消费-销毁状态机；块被全部声明消费者用完即销毁、内存归还」↔ `docs/contracts/PIPELINE_BLOCK_CONTRACT.md`（同名条款的合同全文；该件在跟踪集且被 `eng/ci/ID_MIGRATION_MAP.md` 引用）。<br>差异：本件用「合同字段」三字**引用**合同而不复制字段表 ⇒ 标准 01 §1 的合法分层，**不算重复** |
AUD-101-D1残余.md,203,,| 悬空引用 | **无文件级死链**：`:10` 允许改面 `lib/infrastructure/pipeline/,lib/infrastructure/pipeline/,lib/infrastructure/pipeline/ lib/phase1_session lib/phase2_session lib/phase3_session,4,,,"| 悬空引用 | **无文件级死链**：`:10` 允许改面 `lib/infrastructure/pipeline/**` 实测跟踪 65 个文件、`:11` 指名的「三阶段 Session（ARCH-505 域）」实测 `lib/phase1_session` 16 + `lib/phase2_session` 5 + `lib/phase3_session` 5 个跟踪文件，均在位 ⇒ 文件域**当前可执行**（对已 PASS 的任务而言，""可执行""意即仍能复跑其验收，见下） |"
AUD-101-D1残余.md,204,,| 与上位冲突 | **1. 与包内 GAP_AUDIT 的同一口径互斥**：`:14`「34 文件 18427 行」↔,lib/infrastructure/pipeline/orchestrator,lib/infrastructure/pipeline/orchestrator eng/ci/ID_MIGRATION_MAP.md,2,P0,,| 与上位冲突 | **1. 与包内 GAP_AUDIT 的同一口径互斥**：`:14`「34 文件 18427 行」↔ `GAP_AUDIT.md:11`「G0-3（D-2 B1） | pipeline/orchestrator **50 文件 18411 行**未接入生产」↔ 本机 HEAD 复算：`git ls-files -- lib/infrastructure/pipeline/orchestrator \| wc -l` = **53**，其中代码文件（cpp/h/hpp/c/cc）= **36 个 / 19052 行**。<br>⇒ 三个数两两不同，且两个文档数都不可从 HEAD 复跑；三处均未声明计数口径（是否含测试/头文件/非代码文件）。CLEAN-501 `:14` 又引「B1 orchestrator 50 文件 18411 行」，与 GAP_AUDIT 同值而与 
AUD-101-D1残余.md,205,,| 处置建议 | **保留原地 + 订正 `:14`**：删「34 文件 18427 行」或改为可复跑命令（`git l,lib/infrastructure/pipeline/orchestrator,lib/infrastructure/pipeline/orchestrator,1,,,"| 处置建议 | **保留原地 + 订正 `:14`**：删「34 文件 18427 行」或改为可复跑命令（`git ls-files -- lib/infrastructure/pipeline/orchestrator \| wc -l` 与代码文件行数同给口径），只留""甄别可复用原语、避免重写""的正向条款。理由：标准 01 §4「公式、数值表、源码行号…**放对应下层文档**」的反面即""一次性读数不写进规范体""，§1「冲突本身是缺陷」；目录处置随包移除。 |"
AUD-101-D1残余.md,207,,### 1.6 `工程控制/RELEASE-05/tasks/ARCH-502.md`,工程控制/RELEASE-05/tasks/ARCH-502.md,工程控制/RELEASE-05/tasks/ARCH-502.md,1,,,### 1.6 `工程控制/RELEASE-05/tasks/ARCH-502.md`
AUD-101-D1残余.md,211,,| 路径 | `工程控制/RELEASE-05/tasks/ARCH-502.md` |,工程控制/RELEASE-05/tasks/ARCH-502.md,工程控制/RELEASE-05/tasks/ARCH-502.md,1,,,| 路径 | `工程控制/RELEASE-05/tasks/ARCH-502.md` |
AUD-101-D1残余.md,217,,| 下游 | ID 级 20 个文件（含 `CMakeLists.txt`、`eng/tests/runtime/int,eng/tests/runtime/integration/,eng/tests/runtime/integration/ eng/ci/ID_MIGRATION_MAP.md,2,,,| 下游 | ID 级 20 个文件（含 `CMakeLists.txt`、`eng/tests/runtime/integration/**`、`eng/ci/ID_MIGRATION_MAP.md`）；路径级 0 |
AUD-101-D1残余.md,218,,| 是否正本 | 否（调度器接口/探针正本是 `docs/contracts/SCHEDULER_CONTRACT.md,docs/contracts/SCHEDULER_CONTRACT.md,docs/contracts/SCHEDULER_CONTRACT.md,1,,,| 是否正本 | 否（调度器接口/探针正本是 `docs/contracts/SCHEDULER_CONTRACT.md` 与 CONTRACT-501 系合同，本件为产出指令） |
AUD-101-D1残余.md,219,,| 重复或重叠对象 | `docs/architecture/THREAD_BUDGET_ARCH.md`。**两处原文,docs/architecture/THREAD_BUDGET_ARCH.md,docs/architecture/THREAD_BUDGET_ARCH.md,1,,,"| 重复或重叠对象 | `docs/architecture/THREAD_BUDGET_ARCH.md`。**两处原文**：本件 `:14`「统一资源预算源：线程数、内存上限、队列深度从配置/资源门读取；**模块不得私建线程池**」↔ `ASTROCS_DESIGN.md:610`「一个进程只有一个资源预算源（§9），线程池的唯一来源是调度器；科学计算内核单层并行」与 `:673`「worker 数只来自 profile 与预算对象，模块不硬编码线程数、**不私建长期线程池**」。<br>差异：任务书是禁令、上位是原则＋""长期""限定词 ⇒ 合法分层，但**限定词不一致**（见「与上位冲突」2） |"
AUD-101-D1残余.md,222,,| 悬空引用 | 无死链：`:10` 允许改面 `lib/infrastructure/scheduler/**` 实测,lib/infrastructure/scheduler/,lib/infrastructure/scheduler/ lib/infrastructure/cli/normalize/ docs/contracts/LOG_AND_ERROR_CONTRACT.md,3,,,"| 悬空引用 | 无死链：`:10` 允许改面 `lib/infrastructure/scheduler/**` 实测 26 个跟踪文件、`lib/infrastructure/cli/normalize/**` 实测 1 个跟踪文件 ⇒ **在跟踪集**（`cli/*` 各只 1 个文件，""入口骨架在、实现分散在 scheduler""，不影响域可执行性）；`:19` 的退出码 9 在 `ASTROCS_DESIGN.md:508`「| 9 | 用户取消或超时 |」与 `:512`「取消（Ctrl-C）：…→ exit 9」、`docs/contracts/LOG_AND_ERROR_CONTRACT.md:105`「`CANCELLED` | 9（CANCELLED）」三处定义 ⇒ 条款可核 |"
AUD-101-D1残余.md,226,,### 1.7 `工程控制/RELEASE-05/tasks/ARCH-503.md`,工程控制/RELEASE-05/tasks/ARCH-503.md,工程控制/RELEASE-05/tasks/ARCH-503.md,1,,,### 1.7 `工程控制/RELEASE-05/tasks/ARCH-503.md`
AUD-101-D1残余.md,230,,| 路径 | `工程控制/RELEASE-05/tasks/ARCH-503.md` |,工程控制/RELEASE-05/tasks/ARCH-503.md,工程控制/RELEASE-05/tasks/ARCH-503.md,1,,,| 路径 | `工程控制/RELEASE-05/tasks/ARCH-503.md` |
AUD-101-D1残余.md,236,,| 下游 | ID 级 14 个文件（含 `CMakeLists.txt`、`docs/contracts/PIPELI,docs/contracts/PIPELINE_BLOCK_CONTRACT.md,docs/contracts/PIPELINE_BLOCK_CONTRACT.md eng/ci/ID_MIGRATION_MAP.md,2,,,| 下游 | ID 级 14 个文件（含 `CMakeLists.txt`、`docs/contracts/PIPELINE_BLOCK_CONTRACT.md`、`eng/ci/ID_MIGRATION_MAP.md`）；路径级 0 |
AUD-101-D1残余.md,237,,| 是否正本 | 否（窗口/归约顺序现行结论在 `docs/contracts/PIPELINE_BLOCK_CONTR,docs/contracts/PIPELINE_BLOCK_CONTRACT.md,docs/contracts/PIPELINE_BLOCK_CONTRACT.md docs/science/,2,,,| 是否正本 | 否（窗口/归约顺序现行结论在 `docs/contracts/PIPELINE_BLOCK_CONTRACT.md` 与 `docs/science/**`） |
AUD-101-D1残余.md,241,,| 悬空引用 | 1. **`:15` 的 RELEASE-04 载体不在跟踪集**：`git ls-files 工程控,artifacts/evidence/,artifacts/evidence/ lib/infrastructure/cli/mosaic/ 实验/absolute-snr 实验/additive-sky-seamless,4,,,"| 悬空引用 | 1. **`:15` 的 RELEASE-04 载体不在跟踪集**：`git ls-files 工程控制 \| awk -F/ '{print $2}' \| sort \| uniq -c` → 仅 `31 RELEASE-05` ⇒ 包名 `RELEASE-04` 无工作区落点，""约 3.9GB/帧""不可复跑；同值读数另见 `SUMMARY.md`/`HANDOFF.md`（DB-19 范围），三处均无测量口径（帧数、看门狗采样点、RSS 还是 Pss）。<br>2. `:17` 的 `3.1e-15` 无 `run/` 或 `artifacts/evidence/` 指针 ⇒ 登记为**引用不完备**（不是死链，是缺载体）；<br>3. 文件级：`:10` 允许改面「scheduler、`lib/infrastructure/cli/mosaic/**`」实测 1 "
AUD-101-D1残余.md,243,,"| 处置建议 | **保留原地 + 订正三处**：①`:18`/`:23` 的""逐位一致""改引 `ASTROCS_DES",artifacts/evidence/,artifacts/evidence/,1,,,"| 处置建议 | **保留原地 + 订正三处**：①`:18`/`:23` 的""逐位一致""改引 `ASTROCS_DESIGN.md §8.3` mosaic 行原句（""数值等价＋事前冻结浮点容差""），若确要 bitwise 则须写明属""构造保证位精确的模块自有门""（标准 01 §1）；②`:15` 删 RELEASE-04 读数或改为可复跑命令＋口径；③`:17` 给 `3.1e-15` 的证据载体（迁 `artifacts/evidence/`）或删除该""已证""表述（§2 留证规则）。收口随包移除。 |"
AUD-101-D1残余.md,247,,### 1.8 `工程控制/RELEASE-05/tasks/ARCH-504.md`,工程控制/RELEASE-05/tasks/ARCH-504.md,工程控制/RELEASE-05/tasks/ARCH-504.md,1,,,### 1.8 `工程控制/RELEASE-05/tasks/ARCH-504.md`
AUD-101-D1残余.md,251,,| 路径 | `工程控制/RELEASE-05/tasks/ARCH-504.md` |,工程控制/RELEASE-05/tasks/ARCH-504.md,工程控制/RELEASE-05/tasks/ARCH-504.md,1,,,| 路径 | `工程控制/RELEASE-05/tasks/ARCH-504.md` |
AUD-101-D1残余.md,257,,| 下游 | ID 级 18 个文件（含 `CMakeLists.txt`、`eng/tests/unit/export,eng/tests/unit/export_stream_test.cpp,eng/tests/unit/export_stream_test.cpp eng/ci/ID_MIGRATION_MAP.md,2,,,| 下游 | ID 级 18 个文件（含 `CMakeLists.txt`、`eng/tests/unit/export_stream_test.cpp`、`eng/ci/ID_MIGRATION_MAP.md`）；路径级 0 |
AUD-101-D1残余.md,258,,| 是否正本 | 否（投影与重采样数学正本是 `docs/algorithms/PHASE3_PROJ_IMPL.md`,docs/algorithms/PHASE3_PROJ_IMPL.md,docs/algorithms/PHASE3_PROJ_IMPL.md,1,,,| 是否正本 | 否（投影与重采样数学正本是 `docs/algorithms/PHASE3_PROJ_IMPL.md`/`DRIZZLE_GEOMETRY.md`，原子发布条款在 `ASTROCS_DESIGN §10`） |
AUD-101-D1残余.md,262,,| 悬空引用 | **无文件级死链**：`:10` 允许改面 `lib/infrastructure/cli/expor,lib/infrastructure/cli/export/,lib/infrastructure/cli/export/ lib/algorithms/projection/ eng/tests/unit/export_stream_test.cpp eng/tests/unit/p3_export_stream_prod_test.cpp eng/tools/arch/check_p3_export_stream_prod.py,5,,,| 悬空引用 | **无文件级死链**：`:10` 允许改面 `lib/infrastructure/cli/export/**`（实测 1 个跟踪文件）与 projection/resample/fits_output 调用面（`lib/algorithms/projection/` 在跟踪集）；`:21` 大图合成测试的载体 `eng/tests/unit/export_stream_test.cpp`、`eng/tests/unit/p3_export_stream_prod_test.cpp`、`eng/tools/arch/check_p3_export_stream_prod.py` 全部实测存在 ⇒ **验收锚当前仍可执行** |
AUD-101-D1残余.md,263,,| 与上位冲突 | 1. `:18`「RSS 与子块大小成正比、与总图大小无关」与 `ASTROCS_DESIGN.md,docs/algorithms/PHASE3_PROJ_IMPL.md,docs/algorithms/PHASE3_PROJ_IMPL.md docs/KNOWN_LIMITATIONS.md,2,,成立,"| 与上位冲突 | 1. `:18`「RSS 与子块大小成正比、与总图大小无关」与 `ASTROCS_DESIGN.md:605` export 行「有界队列 + 背压，**不整幅驻留**」同向 ⇒ 无冲突。<br>2. **被禁止项保护的条件在 HEAD 仍成立（如实登记，以免整治误删）**：SIN 确未启用——`docs/algorithms/PHASE3_PROJ_IMPL.md:120`「projection 仅接受 ""TAN""（缺省即 TAN）；SIN/CAR/AIT 即便已在…」，且 `docs/KNOWN_LIMITATIONS.md:116-125` 第 41/42 条仍登记 SIN 缺「往返误差上界 + 尺度域」声明、其条件数缺陷由反向门 `sin_roundtrip_gate.py` 单独承担 ⇒ **条款内容与现状一致，问题只在措辞形态**（禁状态叙事）。<br>3."
AUD-101-D1残余.md,264,,| 处置建议 | **保留原地 + 两处措辞改正向条款**：`:11` 改「投影数学中 SIN 投影不启用（适用域与缺陷,docs/KNOWN_LIMITATIONS.md,docs/KNOWN_LIMITATIONS.md,1,,,| 处置建议 | **保留原地 + 两处措辞改正向条款**：`:11` 改「投影数学中 SIN 投影不启用（适用域与缺陷登记见 `docs/KNOWN_LIMITATIONS.md` 第 41/42 条）」为指针式正向条款；`:16` 删「保持已修语义」，写「磁盘满退出码 = 10」（引 `ASTROCS_DESIGN.md:509`）。理由：标准 01 §4（写法：禁历史叙事、硬禁令直接陈述）。收口随包移除。 |
AUD-101-D1残余.md,266,,### 1.9 `工程控制/RELEASE-05/tasks/ARCH-505.md`,工程控制/RELEASE-05/tasks/ARCH-505.md,工程控制/RELEASE-05/tasks/ARCH-505.md,1,,,### 1.9 `工程控制/RELEASE-05/tasks/ARCH-505.md`
AUD-101-D1残余.md,270,,| 路径 | `工程控制/RELEASE-05/tasks/ARCH-505.md` |,工程控制/RELEASE-05/tasks/ARCH-505.md,工程控制/RELEASE-05/tasks/ARCH-505.md,1,,,| 路径 | `工程控制/RELEASE-05/tasks/ARCH-505.md` |
AUD-101-D1残余.md,276,,| 下游 | ID 级 **31 个文件**（本批最多之一）：`CMakeLists.txt`、`docs/contra,docs/contracts/DUAL_LINE_CONTRACT.md,docs/contracts/DUAL_LINE_CONTRACT.md artifacts/evidence/known-limitations-ledger/LEDGER.md eng/ci/ID_MIGRATION_MAP.md,3,,,| 下游 | ID 级 **31 个文件**（本批最多之一）：`CMakeLists.txt`、`docs/contracts/DUAL_LINE_CONTRACT.md`、`artifacts/evidence/known-limitations-ledger/LEDGER.md`、`eng/ci/ID_MIGRATION_MAP.md:98/:151/:153/:262`（`CHK-ARCH505-BLOCK-FLOW`、`CTEST-BLOCK-FLOW`、`CHK-BLOCKFLOW-*-STEP`）；路径级 0 |
AUD-101-D1残余.md,277,,| 是否正本 | 否（目标态正本是 `docs/contracts/PIPELINE_BLOCK_CONTRACT.md,docs/contracts/PIPELINE_BLOCK_CONTRACT.md,docs/contracts/PIPELINE_BLOCK_CONTRACT.md eng/contracts/block_flow/stage_block_flow.json,2,,,| 是否正本 | 否（目标态正本是 `docs/contracts/PIPELINE_BLOCK_CONTRACT.md` + `eng/contracts/block_flow/stage_block_flow.json`；后者实测 `nodes` = **20** ⇒ 本件「20 个生产节点」的数字**可复跑且与注册表一致**，是十份里唯一被机器合同钉住的规模数） |
AUD-101-D1残余.md,278,,| 重复或重叠对象 | `ENGINEERING_SPEC.md §2` 与 `ASTROCS_DESIGN.md §8,lib/phase,lib/phase eng/ci/check_retired_code.py eng/ci/checks.json eng/tools/quality/check_module_map.py docs/modules/MODULE_MAP.yaml,5,,,| 重复或重叠对象 | `ENGINEERING_SPEC.md §2` 与 `ASTROCS_DESIGN.md §8.1`。**两处原文**：本件 `:18`「退役：lib/phase*_session、orchestrator 中未采纳部分按 ENGINEERING §2 删除或统一注释块（含原因+替代指针）；CHK-RETIRED-CODE 绿；MODULE_MAP fake=0」↔ 标准 04 §4 第 1 条「退役实现二选一：直接删除，或以统一注释块标注退役原因、替代实现与日期口径」（同义条款的规范正本在 `ENGINEERING_SPEC §2`）。<br>差异：任务书给的是**机器门名**（`CHK-RETIRED-CODE`/`MODULE_MAP fake=0`），规范给处置形式 ⇒ 合法分层；两个门名实测都有实体：`eng/ci/check_retired_code.
AUD-101-D1残余.md,281,,| 悬空引用 | 1. `:7` 的 **`ASTROCS_DESIGN.md §10.3` 不存在**（命令与证据见「,artifacts/evidence/release-05/AUDIT_PACKAGE.md,artifacts/evidence/release-05/AUDIT_PACKAGE.md docs/owner/PIPELINE_OVERVIEW.md docs/owner/ARCHITECTURE_OVERVIEW.md lib/phase lib/infrastructure/pipeline/orchestrator/,5,,,| 悬空引用 | 1. `:7` 的 **`ASTROCS_DESIGN.md §10.3` 不存在**（命令与证据见「上游」列）。<br>2. `:14`「归档输出哈希与关键数值（容差表写入**任务回执**）」——任务回执落 `run/RELEASE-05/`，`git ls-files -- run` 仅 `run/.gitkeep` ⇒ **验收载体不在跟踪集**（本份验收门第 2 条「合成全链三阶段等价（哈希/容差表）」在工作区内无从复核，只有 `artifacts/evidence/release-05/AUDIT_PACKAGE.md` 里的转述）。<br>3. `:10` 点名的 `docs/owner/PIPELINE_OVERVIEW.md`、`docs/owner/ARCHITECTURE_OVERVIEW.md`、`lib/phase*_session/**`、`li
