id,symbol,header,linkage,full_signature,units,valid_range,nullable,ownership,lifetime,mutability,blocking,thread_safety,reentrancy,async_completion,error_model,determinism,precision,config_keys,upstream_ids,test_ids,status
API-aio_frame_get_block_type,aio_frame_get_block_type,lib/astro_image_io/include/aio_pipeline.h,C,"AIO_EXPORT int aio_frame_get_block_type(const PipelineFrame* frame, const char* name);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_frame_has_block,aio_frame_has_block,lib/astro_image_io/include/aio_pipeline.h,C,"AIO_EXPORT int aio_frame_has_block(const PipelineFrame* frame, const char* name);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_frame_kv_get,aio_frame_kv_get,lib/astro_image_io/include/aio_pipeline.h,C,"AIO_EXPORT const char* aio_frame_kv_get(const PipelineFrame* frame, const char* block_name, const char* key);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_frame_kv_get_double,aio_frame_kv_get_double,lib/astro_image_io/include/aio_pipeline.h,C,"AIO_EXPORT double aio_frame_kv_get_double(const PipelineFrame* frame, const char* block_name, const char* key, double default_value);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_frame_kv_set,aio_frame_kv_set,lib/astro_image_io/include/aio_pipeline.h,C,"AIO_EXPORT int aio_frame_kv_set(PipelineFrame* frame, const char* block_name, const char* key, const char* value);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_frame_kv_set_double,aio_frame_kv_set_double,lib/astro_image_io/include/aio_pipeline.h,C,"AIO_EXPORT int aio_frame_kv_set_double(PipelineFrame* frame, const char* block_name, const char* key, double value);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_frame_list_blocks,aio_frame_list_blocks,lib/astro_image_io/include/aio_pipeline.h,C,"AIO_EXPORT int aio_frame_list_blocks(const PipelineFrame* frame, char* out_names, int capacity, int* out_count);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_frame_load_cache,aio_frame_load_cache,lib/astro_image_io/include/aio_pipeline.h,C,"AIO_EXPORT int aio_frame_load_cache(PipelineFrame* frame, const char* path);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_frame_remove_block,aio_frame_remove_block,lib/astro_image_io/include/aio_pipeline.h,C,"AIO_EXPORT int aio_frame_remove_block(PipelineFrame* frame, const char* name);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_frame_save_cache,aio_frame_save_cache,lib/astro_image_io/include/aio_pipeline.h,C,"AIO_EXPORT int aio_frame_save_cache(const PipelineFrame* frame, const char* path);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_free,aio_free,lib/astro_image_io/include/aio_pipeline.h,C,AIO_EXPORT void aio_free(void* ptr);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_pipeline_export_xml,aio_pipeline_export_xml,lib/astro_image_io/include/aio_pipeline.h,C,"AIO_EXPORT int aio_pipeline_export_xml(const PipelineFrame* frame, const char* path, const char* comment);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_pipeline_frame_create,aio_pipeline_frame_create,lib/astro_image_io/include/aio_pipeline.h,C,AIO_EXPORT PipelineFrame* aio_pipeline_frame_create(void);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_pipeline_frame_destroy,aio_pipeline_frame_destroy,lib/astro_image_io/include/aio_pipeline.h,C,AIO_EXPORT void aio_pipeline_frame_destroy(PipelineFrame* frame);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_pipeline_frame_memory_usage,aio_pipeline_frame_memory_usage,lib/astro_image_io/include/aio_pipeline.h,C,AIO_EXPORT size_t aio_pipeline_frame_memory_usage(const PipelineFrame* frame);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_realloc,aio_realloc,lib/astro_image_io/include/aio_pipeline.h,C,"AIO_EXPORT void* aio_realloc(void* ptr, size_t size);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_pipeline_engine_create,aio_pipeline_engine_create,lib/astro_image_io/include/aio_pipeline_engine.h,C,AIO_EXPORT PipelineEngine* aio_pipeline_engine_create(void);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_pipeline_engine_destroy,aio_pipeline_engine_destroy,lib/astro_image_io/include/aio_pipeline_engine.h,C,AIO_EXPORT void aio_pipeline_engine_destroy(PipelineEngine* engine);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_pipeline_engine_register,aio_pipeline_engine_register,lib/astro_image_io/include/aio_pipeline_engine.h,C,"AIO_EXPORT int aio_pipeline_engine_register(PipelineEngine* engine, PipelineStage stage, PipelineStageHandler handler, const void* params);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_pipeline_engine_run_batch,aio_pipeline_engine_run_batch,lib/astro_image_io/include/aio_pipeline_engine.h,C,"AIO_EXPORT int aio_pipeline_engine_run_batch(PipelineEngine* engine, PipelineFrame** frames, int n_frames, int n_threads, int from_stage, int to_stage, char* error_msg, int error_capacity);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_pipeline_engine_run_single,aio_pipeline_engine_run_single,lib/astro_image_io/include/aio_pipeline_engine.h,C,"AIO_EXPORT int aio_pipeline_engine_run_single(PipelineEngine* engine, PipelineFrame* frame, int from_stage, int to_stage, char* error_msg, int error_capacity);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_pipeline_engine_set_auto_free,aio_pipeline_engine_set_auto_free,lib/astro_image_io/include/aio_pipeline_engine.h,C,"AIO_EXPORT int aio_pipeline_engine_set_auto_free(PipelineEngine* engine, int auto_free);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_pipeline_engine_set_block_drop,aio_pipeline_engine_set_block_drop,lib/astro_image_io/include/aio_pipeline_engine.h,C,"AIO_EXPORT int aio_pipeline_engine_set_block_drop(PipelineEngine* engine, PipelineStage stage, const char* block_names);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_pipeline_engine_set_debug,aio_pipeline_engine_set_debug,lib/astro_image_io/include/aio_pipeline_engine.h,C,"AIO_EXPORT int aio_pipeline_engine_set_debug(PipelineEngine* engine, const char* dir, int stage_mask, int skip_pixels);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_pipeline_stage_name,aio_pipeline_stage_name,lib/astro_image_io/include/aio_pipeline_engine.h,C,AIO_EXPORT const char* aio_pipeline_stage_name(PipelineStage stage);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_upm_close,aio_upm_close,lib/astro_image_io/include/aio_upm.h,C,AIO_UPM_EXPORT void aio_upm_close(AioUpmSparse* f);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_upm_dense_abort,aio_upm_dense_abort,lib/astro_image_io/include/aio_upm.h,C,AIO_UPM_EXPORT void aio_upm_dense_abort(AioUpmDense* d);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_upm_dense_begin,aio_upm_dense_begin,lib/astro_image_io/include/aio_upm.h,C,"AIO_UPM_EXPORT AioUpmDense* aio_upm_dense_begin( const char* path, const char* source_hash, int target_order, uint32_t precision, uint64_t frame_count, uint64_t tile_count);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_upm_dense_end,aio_upm_dense_end,lib/astro_image_io/include/aio_upm.h,C,AIO_UPM_EXPORT int aio_upm_dense_end(AioUpmDense* d);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_upm_dense_info,aio_upm_dense_info,lib/astro_image_io/include/aio_upm.h,C,"AIO_UPM_EXPORT int aio_upm_dense_info( const char* path, const char* source_hash, int* out_target_order, uint64_t* out_tile_count, char* out_checksum, int checksum_buf_size);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_upm_dense_write_tile,aio_upm_dense_write_tile,lib/astro_image_io/include/aio_upm.h,C,"AIO_UPM_EXPORT int aio_upm_dense_write_tile( AioUpmDense* d, uint64_t frame_index, uint64_t tile_ipix, const double* values, uint64_t count);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_upm_last_error,aio_upm_last_error,lib/astro_image_io/include/aio_upm.h,C,AIO_UPM_EXPORT const char* aio_upm_last_error(void);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_upm_open,aio_upm_open,lib/astro_image_io/include/aio_upm.h,C,AIO_UPM_EXPORT AioUpmSparse* aio_upm_open(const char* path);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,DATA-UPM-MODEL-001,UpmPersistInvalidModelRejected,VERIFIED
API-aio_upm_read_all,aio_upm_read_all,lib/astro_image_io/include/aio_upm.h,C,"AIO_UPM_EXPORT int aio_upm_read_all(AioUpmSparse* f, char* buf, int buf_size);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_upm_read_all_dynamic,aio_upm_read_all_dynamic,lib/astro_image_io/include/aio_upm.h,C,"AIO_UPM_EXPORT int aio_upm_read_all_dynamic(AioUpmSparse* f, char** out, size_t* out_len);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-aio_upm_read_dense_block,aio_upm_read_dense_block,lib/astro_image_io/include/aio_upm.h,C,"AIO_UPM_EXPORT int aio_upm_read_dense_block( const char* path, const char* source_hash, uint64_t frame_id, const uint64_t* leaf_ipix, const double* input_signal, double* output_signal, uint64_t count);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller-alloc/free via aio_hio_free,call scope,immutable input,blocking,"thread-safe read, no global",reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
