seq,sha8,日期,作者,分级,文件数,增行,删行,编号,主题
214,5518d0bc,2026-07-30,fujiaze,M,10,1018,5,,feat(Gate D): Gate D全部通过 + F-001完成 + 进入Gate E
215,f9d0a14c,2026-07-30,fujiaze,L,21,2951,15,,feat(Gate E): Gate E全部通过 + 进入Gate G
216,aa210b93,2026-07-30,fujiaze,L,20,2745,7,,"feat(G-001~G-003,F-002): 叠加链完成 + H链全DONE"
217,5a41e285,2026-07-30,fujiaze,M,7,766,34,,feat(I-001): 冻结格式、CLI和算法契约
218,d91acf10,2026-07-30,fujiaze,S,4,209,2,P12-004;P13-001,fix(p13-001): 修复 stage1_batch_runner 中文路径导致 orchestrator C++ 文件系统错误
219,caa6cb9d,2026-07-30,fujiaze,S,3,76,1,,feat(I-002): 阶段A 15帧代表帧验证通过 + 启动710帧全量回归
220,cb1b20e0,2026-07-30,fujiaze,S,1,2,1,,"feat(p13-001): 支持环境变量覆盖输出目录, 启用3设备并行回归"
221,b00464f9,2026-07-30,fujiaze,S,3,244,0,,feat(I-003): 发布包框架就绪 (清单+网站索引+Gate I报告模板)
222,1d66b7be,2026-07-30,fujiaze,S,1,197,0,,feat(I-002): 新增710帧全量回归汇总脚本 merge_stage_b.py
223,74087e86,2026-07-30,fujiaze,S,1,166,0,,feat(I-002): 新增710帧全量回归汇总脚本 merge_stage_b.py
224,ccfe9a67,2026-07-30,fujiaze,S,3,64,22,,docs: 按ChatGPT Wiki规范重新聚焦Stage1
225,183558ad,2026-07-30,fujiaze,S,3,26,127,,feat: 按Wiki规范修改K计算和CLI事件名
226,78a9121d,2026-07-31,fujiaze,L,105,24861,8,DQ-001,feat(Stage1): 完成Stage1/HISS规范化交付 (Phase 0-6)
227,b4bcf8e7,2026-07-31,fujiaze,M,4,1057,0,,docs(stage1_fix): 新增Stage1/HISS修复规范文档
228,1defe271,2026-07-31,fujiaze,M,5,777,26,,fix(hiss): WP-A 修正Tile父子模型和signal/support语义
229,498a08de,2026-07-31,fujiaze,L,5,2033,413,,fix(drizzle): WP-B+WP-D 球面HEALPix重叠+NSIDE校验+pixfrac拒绝
230,e434d3d3,2026-07-31,fujiaze,M,3,523,0,,feat(calibration): WP-C Gaia测光比例应用
231,134beafc,2026-07-31,fujiaze,L,11,2663,706,,fix(hiss): WP-E+WP-F Writer流式改造+SNR布局+未知块拒绝
232,0a5eefbc,2026-07-31,fujiaze,M,8,1825,19,,feat(hiss): WP-G 步骤12 Transform正式路径实现
233,91021c35,2026-07-31,fujiaze,M,10,1402,14,,feat(WP-H): CLI+Browser 接入新 HISS Reader/Writer (步骤14)
234,d49edb68,2026-07-31,fujiaze,M,3,734,2,,feat(hiss): WP-I-1 构建所有模块 + 运行全部测试 + 真实数据集成测试
235,5c19ceeb,2026-07-31,fujiaze,M,9,1884,0,DQ-001;DQ-002;DQ-003;DQ-004;DQ-005;DQ-006;DQ-007,feat(hiss): WP-I-2 真实数据C++实验 + 详细性能报告 (步骤16-17)
236,59e9e39e,2026-07-31,fujiaze,S,1,33,32,,fix(test): 修复hiss_correctness_test 3个失败测试和计数器bug
237,a78f5430,2026-07-31,fujiaze,L,341,213,43276,,chore: 整理根目录 + 创建 AGENT.md
238,b9d20c50,2026-07-31,fujiaze,S,1,0,0,,chore: 删除残留的 AstroCS_Authoritative_Development_Pack ZIP
239,5e4ef44f,2026-07-31,fujiaze,M,3,323,144,,docs(root): 简化 AGENT.md 并新增 testdata/index.json 数据索引
240,896755de,2026-07-31,fujiaze,M,4,241,90,,docs(testdata): 重写 index.json 修正原始帧语义并新增 run/ 运行目录
241,a50b6cd5,2026-07-31,fujiaze,S,1,69,16,,docs(agent): 删除记忆引用并强化 tools 强制使用规范
242,5dca97c5,2026-07-31,fujiaze,M,8,249,67,,feat(stage1): Phase B 确定性数据错误修复 (B1/B3-B7) + D NSIDE
243,428746c6,2026-07-31,fujiaze,L,34,2070,1683,,feat(stage1): Phase A Wiki重写 + B2 query_pixel测试 + E checksum候选注册
244,d8f4a5e1,2026-07-31,fujiaze,M,5,1704,44,,feat(drizzle): Phase C 球面Drizzle验证 + 独立参考路径
245,8f505194,2026-07-31,fujiaze,M,1,1408,0,DQ-001;DQ-002;DQ-003;DQ-004;DQ-005;DQ-006,feat(experiments): C++实验套件 - codec/transform/occupancy/checksum/alignment/browserIO
246,cb091acb,2026-07-31,fujiaze,S,1,1,1,,docs: sync authoritative wiki r04
247,efb16685,2026-08-01,fujiaze,M,4,699,260,,fix(hiss): container and occupancy invariants (R04-B12/B13/B14/B16/B18)
248,497b61a8,2026-08-01,fujiaze,S,1,104,55,,fix(drizzle): precise spherical geometry and auto nside (R04-B03/B05/B10)
249,b46b3412,2026-08-01,fujiaze,S,1,58,37,,fix(browser): arbitrary tile nside and flux lod (R04-B19/B20)
250,759e1412,2026-08-01,fujiaze,M,4,387,115,,test(stage1): production regressions zero failure
251,e05eb24d,2026-08-01,fujiaze,M,5,905,4,,experiment(drizzle): add fast branch prototype (R04 FAST_DRIZZLE_CPP_PLAN)
252,19db2c2c,2026-08-01,fujiaze,S,1,1,1,,docs: update unreviewed status and decision queue (R04)
253,546dfd93,2026-08-01,fujiaze,S,1,1,1,,chore(wiki): update submodule pointer to R05 sync (4e90ba2)
254,0f195b68,2026-08-01,fujiaze,L,13,0,4530,,chore(phase1): remove deprecated v2/ahpx and conflicting test reports (R05-B12)
255,c4d80adc,2026-08-01,fujiaze,M,5,325,242,,fix(stage1): R05-B03/B04/B06 修复自动NSIDE/pixfrac/ffast-math
256,799d9144,2026-08-01,fujiaze,M,6,420,55,M01;M03,fix(hiss): R05-B08/B09/M01/M03 HISS 容器格式修复
257,8499ca05,2026-08-01,fujiaze,S,1,24,23,,test(hiss): 更新 test_snr_unknown_block.cpp 适配 R05-B09 三长度格式
258,68567a6a,2026-08-01,fujiaze,S,1,115,86,,test(hiss): 适配 R05 新格式更新 hiss_correctness_test 测试 15-19
259,3aec3c44,2026-08-01,fujiaze,S,1,82,11,M02,fix(hiss): R05-M02 occupancy选择按实际压缩后大小比较
260,efbb4964,2026-08-01,fujiaze,S,2,16,21,,fix(orchestrator): 修复test_orchestrator_cli的6个事件相关测试失败
261,d8976bd9,2026-08-01,fujiaze,M,5,918,12,,fix(drizzle): R05-B01 PRECISE通量修复 + HISS C API BUNIT合规
262,cda5f698,2026-08-01,fujiaze,S,2,5,3,,fix(hiss): 移除 R05 诊断输出并修复 codec use-after-free
263,62ec8960,2026-08-01,fujiaze,S,1,17,14,,fix(test): hiss_experiments 支持项目根目录 CWD 路径
264,37ed737d,2026-08-01,fujiaze,S,4,69,15,,fix(calibration): R05-B07 apply_photometry 拒绝 photscal<=0
265,efdfe2c0,2026-08-01,fujiaze,M,2,947,0,,test(drizzle): R05 Gate D PRECISE验收矩阵 52/52 PASS
266,821a1856,2026-08-01,fujiaze,M,2,369,82,,experiment(drizzle): R05 Gate E FAST C++对照实验 288 cases
267,4b6cb05f,2026-08-02,fujiaze,M,3,365,240,,fix(drizzle): R06 PRECISE 几何修复 B01/B02/B03/B04/B05/B11/B16
268,0f6239c4,2026-08-02,fujiaze,M,14,211,77,,fix(stage1): R06 Step7 修复 B13/B14/B18/B19/B20/B22
269,fb2dee21,2026-08-02,fujiaze,M,4,900,0,,test(drizzle): R06 Step8 提交诊断脚本作为 PRECISE 修复证据
270,e841eb88,2026-08-02,fujiaze,S,2,89,10,,experiment(drizzle): R06 正确NSIDE重做FAST C++对照实验 288 cases
271,32d6bcce,2026-08-02,fujiaze,M,2,640,0,,chore(tools): R06 交付工具脚本 - ZIP生成+FAST分析+Wiki哈希
272,f8d749e4,2026-08-02,fujiaze,L,20,2445,0,ADR-009,docs(acr): freeze bottom-only scope and dependency ADRs
273,35a3843b,2026-08-02,fujiaze,M,16,1624,42,ADR-002;ADR-008,feat(acr): add public API and CPU baseline runtime
274,4bba43d0,2026-08-02,fujiaze,M,3,670,44,,fix(drizzle): R07 PRECISE通量闭合修复 - 三角形扇剖分替代直接S-H裁剪
275,cdefda05,2026-08-02,fujiaze,M,2,359,69,M09;M10;M11,fix(drizzle): R07-M09/M10/M11 修复自动 NSIDE 计算
276,1544f441,2026-08-02,fujiaze,M,19,1144,3,ADR-003;ADR-004;ADR-008;ADR-009;AVX-512,feat(acr): add topology and ISA discovery
277,ee47c0ed,2026-08-02,fujiaze,S,1,129,13,M12;M13;M14,fix(hiss): R07-M12/M13/M14 修复 HISS I/O 失败处理
278,aec0ac38,2026-08-02,fujiaze,S,2,26,6,,test(reference): R07 修复 reference_overlap 边界一致性
279,502dbf5d,2026-08-02,fujiaze,S,3,161,51,M01;M02;M03,fix(fast): R07-B08/M01/M02/M03 修复 FAST 切平面重叠计算
280,007145fe,2026-08-02,fujiaze,M,3,936,225,M05;M06;M08,feat(drizzle): R07 FAST 基准重构 + PRECISE 闭合改进
281,b98306c9,2026-08-02,fujiaze,S,1,50,13,,fix(benchmark): R07-B09 修复独立候选验证假阳性
282,acaf2fc6,2026-08-02,fujiaze,S,1,1,1,,docs(wiki): R07 同步 - 更新 PRECISE/FAST/HISS 状态为 R07 修复结果
283,103c0b05,2026-08-02,fujiaze,M,7,909,0,,feat(acr): add portable accelerator backend
284,bdefe797,2026-08-02,fujiaze,L,55,5519,1,,"feat(acr): add qualification, routing, scheduler and utilization controller"
285,0cf2f3f9,2026-08-02,fujiaze,L,29,3899,4,,"test(acr): add classic experiment suite, fault injection and sanitizer tests"
286,88aff600,2026-08-02,fujiaze,S,1,147,11,M12;M13;M14,fix(hiss): R08 移植 HISS I/O 安全修复 - fflush/fclose 失败处理+溢出检查+统一清理
287,cc097a2a,2026-08-02,fujiaze,S,3,16,2,,fix(acr): fix HardwareReport.FirstCallbackWins test isolation
288,912af3bc,2026-08-02,fujiaze,S,1,22,8,,fix(drizzle): R08 移植入口硬校验 - pixfrac/RING/多通道拒绝
289,a0d7783b,2026-08-02,fujiaze,L,19,2067,0,,docs(acr): add evidence package draft for Phase A-H
290,e48bd601,2026-08-02,fujiaze,M,1,300,59,M09;M10;M11,fix(drizzle): R08 移植自动 NSIDE 算法 - 自适应四叉树+3D切向量Jacobian
291,dafa200d,2026-08-02,fujiaze,M,4,696,195,,fix(precise): R08 PRECISE <1e-10 闭合修复 - 大圆弧平面偏差检验
292,ce034c41,2026-08-02,fujiaze,L,4,2332,0,,feat(fast-v2): R08 FAST v2 纯C++实验 - 分层混合路径+块级WCS+拓扑专用
293,49ea5c1e,2026-08-02,fujiaze,L,34,2811,1097,,docs(acr): replace fixed-share routing with hardware profiling
294,d238b4d5,2026-08-02,fujiaze,L,29,4813,10,,"refactor(acr): add task traits, hardware profile and cost-based dispatcher"
295,84e60e95,2026-08-02,fujiaze,L,49,8723,731,,"feat(acr): add CPU profiling, real utilization control and classic experiments"
296,b482a21b,2026-08-02,fujiaze,L,23,4397,1335,,docs(acr): unify evidence package and fix path guard (no version numbers)
297,b162a006,2026-08-02,fujiaze,M,11,1249,468,,merge(stage1): R04 PRECISE/HISS/browser 基础修复归并 (ACCEPT_PRODUCTION)
298,38dc0bdc,2026-08-02,fujiaze,M,4,696,195,,merge(precise): R08 PRECISE <1e-10 闭合修复归并 (ACCEPT_PRODUCTION)
299,3917aa5e,2026-08-02,fujiaze,M,2,401,60,,merge(integration): R08 nonfast 移植归并 (ACCEPT_PRODUCTION)
300,075e183b,2026-08-02,fujiaze,S,0,0,0,,merge(fast-v2): R08 FAST v2 实验历史归并 (FAST_RESEARCH_ONLY)
301,940e728f,2026-08-02,fujiaze,S,0,0,0,,merge(fast-r01): R04 FAST prototype 历史归并 (FAST_RESEARCH_ONLY)
302,848c3b3a,2026-08-02,fujiaze,S,0,0,0,,merge(r05): R05 HISS/PRECISE 修复+FAST实验 历史归并 (FAST_RESEARCH_ONLY)
303,4dbd5260,2026-08-02,fujiaze,S,0,0,0,,merge(r06): R06 PRECISE几何修复 历史归并 (FAST_RESEARCH_ONLY)
304,93ce026c,2026-08-02,fujiaze,S,0,0,0,,merge(fast-r06): R07 FAST基准+nonfast修复 历史归并 (FAST_RESEARCH_ONLY)
305,447c5ea5,2026-08-03,fujiaze,M,7,571,271,ADR-010,docs(acr): freeze profile driven runtime architecture
306,b6891124,2026-08-03,fujiaze,L,36,96,1884,,refactor(acr): replace kernel routes with hardware profiles
307,5be31ca8,2026-08-03,fujiaze,L,36,2245,1229,,refactor(acr): connect task descriptors to cost estimator
308,038db00a,2026-08-03,fujiaze,S,5,28,6,,test(acr): rename misleading tests and add sanitizer build option
309,73359c88,2026-08-03,fujiaze,M,10,1258,21,,feat(acr): complete CPU profiling benchmarks and profile mapping
310,23d07ed4,2026-08-03,fujiaze,L,47,794,13993,,"feat(r10): 删除生产Python封装, 实现FP32/FP64双精度模式"
311,f0f86f05,2026-08-03,fujiaze,M,4,322,10,,feat(acr): 调度器接入 utilization + guided 收缩 + memory_budget (Commit F)
312,8b6dd253,2026-08-03,fujiaze,S,6,148,0,,docs(acr): 添加 Commit F 证据 + Commit G SKIPPED 记录
313,f654766a,2026-08-03,fujiaze,S,4,105,25,,fix(r10): FP64 HISS_VERIFY 修复 - 添加精度感知 signal 读取
314,8609ebe2,2026-08-03,fujiaze,M,1,613,0,,test(r10): 新增 HISS FP32/FP64 双精度合成测试
315,762fdfd2,2026-08-03,fujiaze,M,3,280,84,,fix(acr): report actual execution and separate predicted from actual backend (F-fix 1)
316,695877c5,2026-08-03,fujiaze,M,5,571,10,,refactor(acr): drive shared work claims from per-device cost estimates (F-fix 2)
317,97df146b,2026-08-03,fujiaze,M,5,741,14,,feat(acr): dynamic guided scheduling + resource control closed loop (F-fix 3 + F-fix 4)
318,024c87c9,2026-08-03,fujiaze,M,19,1283,572,,docs(acr): 同步 Commit F 纠正控制包（21_COMMIT_F_CORRECTION_PLAN + schemas + audits）
319,bc665a4e,2026-08-03,fujiaze,L,38,1363,0,,docs(acr): 添加 F-fix 3+4 单一 HEAD Evidence
320,85fa651c,2026-08-03,fujiaze,L,11,2074,4046,CFG-011,refactor(r10): 编排器 JSON 唯一入口重构
321,8c616f1c,2026-08-03,fujiaze,S,1,80,129,,refactor(r10): orchestrator.cpp 手写JSON解析器替换为 nlohmann/json
322,8653bd54,2026-08-03,fujiaze,L,89,100,16079,,refactor(r10): Python 生产层彻底清理
323,12fb99f3,2026-08-04,fujiaze,M,10,420,12,,docs(acr): 同步 Fix Review 控制包（22_FIX_REVIEW_CORRECTION_PLAN + schemas + audits）
324,a664f87a,2026-08-04,fujiaze,M,4,743,275,,fix(acr): make dynamic work pool concurrency-safe (F-fix 5)
325,56f95a87,2026-08-04,fujiaze,M,5,583,0,,feat(acr): introduce real per-device executors and cost-driven claims (F-fix 6 + F-fix 7)
326,45022dcf,2026-08-04,fujiaze,M,5,408,51,,feat(acr): implement recoverable utilization and memory backpressure (F-fix 9)
327,bd036f3e,2026-08-04,fujiaze,L,34,2942,223,,feat(r10): 真正全链路 FP32/FP64 双精度 ABI 改造
328,c6efe310,2026-08-04,fujiaze,M,3,306,34,,fix(r10): HISS_VERIFY 全Tile验证 + SNR点原因分类 + inspect precision
329,67123a45,2026-08-04,fujiaze,M,8,288,12,,feat(acr): real CudaExecutor for true GPU mixed execution (F-fix 8)
330,248080f8,2026-08-04,fujiaze,M,4,380,17,,fix(acr): make CudaExecutor truly execute user kernel for real Mixed (F-fix 8)
331,09c8e368,2026-08-04,fujiaze,S,1,197,0,SHA-256,feat(acr): UTF-8 safe SHA-256 manifest tool for evidence (F-fix 10)
332,d557aea9,2026-08-04,fujiaze,L,80,8565,5833,SHA-256,test(acr): produce single-head real mixed and resource-control evidence (F-fix 10)
333,eef53e79,2026-08-04,fujiaze,M,4,544,0,,test(acr): add ASan sanitizer evidence (F-fix 10)
334,8cb22a99,2026-08-04,fujiaze,M,8,105,26,,fix(r10): SnrControlPoint 结构体打包 bug 修复 (根因: 1609 SNR 点丢失)
335,7bd88e6f,2026-08-04,fujiaze,S,1,91,159,,"docs(env): AGENTS.md 增补已确定的编译环境, 清理已合并分支"
336,b4b2bced,2026-08-04,fujiaze,L,4,488,1726,,docs(readme): 根 README 精简重写 + orchestrator README 对齐 JSON 唯一入口
337,54b1caf9,2026-08-04,fujiaze,M,12,511,0,,docs(evidence): R10-001 证据归档 - 双精度/SNR/验收自审
338,e16dc35f,2026-08-04,fujiaze,S,1,1,1,,chore(wiki): 更新 AstroCS.wiki 子模块指针至 R10 Wiki 同步提交
339,e8da7c49,2026-08-04,fujiaze,S,1,3,3,,docs(evidence): 验收自审 27/27 闭合 (源码清理 + SHA256 清单)
340,62d7cb8a,2026-08-04,fujiaze,M,5,0,762,,chore(tools): 删除 tools/ 工具集 (astro_toolkit 等)
341,6e9dc1b8,2026-08-04,fujiaze,M,4,0,1057,,chore(docs): 删除 docs/ 本地参考文档 (Wiki 已确定为唯一权威)
342,a53c97de,2026-08-04,fujiaze,M,3,264,13,,feat(toolchain): 新增统一工具链 toolchain.ps1 + 审核包工作流与命名规范
343,dac3b8cf,2026-08-04,fujiaze,M,3,759,0,,chore(tools): 按新控制包要求恢复 astro_toolkit (自 62d7cb8^)
344,0a3de3da,2026-08-04,fujiaze,M,6,467,2,,refactor(acr): separate cpu callbacks from accelerator kernel registry
345,d85596a8,2026-08-04,fujiaze,L,19,4516,904,CFG-105;CFG-106;CFG-107;CFG-108;CFG-109;TEST-101,feat(r11): 正式 Schema validator + typed 配置直接驱动 + 逐 Gate 控制
346,e5a700a2,2026-08-04,fujiaze,M,7,743,629,,fix(acr): replace dynamic vector blocks with stable work tokens
347,d0cc7239,2026-08-04,fujiaze,M,8,361,424,,feat(acr): add real cpu device executor via kernel registry
348,5065e8da,2026-08-04,fujiaze,M,7,646,1,,feat(acr): schedule per-device work claims from cost estimates
349,ea62d787,2026-08-04,fujiaze,S,4,29,16,CFG-103,fix(r11): NSIDE/BROWSER_VERIFY 阶段修复 + 移除 Phase1 fast-math + Schema 哈希一致
350,f738fdf0,2026-08-04,fujiaze,M,5,740,174,,feat(acr): implement time-windowed recoverable resource control
351,56874dd0,2026-08-04,fujiaze,M,18,1584,163,,feat(acr): real cuda bridge executor and registry-based classic kernels
352,cb6444df,2026-08-04,fujiaze,S,2,170,12,,test(acr): fix ProfileReload timeout and add real MSVC ASan verification
353,7c67328a,2026-08-04,fujiaze,L,19,0,10099,,chore(acr): remove in-repo evidence (external single-head generation only)
354,195ae01d,2026-08-04,fujiaze,S,1,69,0,,docs(acr): record second fix review progress in module memory
355,969461dc,2026-08-04,fujiaze,S,1,31,0,HISS-103,feat(r11): HISS_VERIFY 增加 SNR 控制点读取与汇总核对 (HISS-103)
356,cb3e6a37,2026-08-04,fujiaze,S,1,24,0,,fix(acr): first-claim fairness gate for real mixed dispatch
357,28bb0045,2026-08-04,fujiaze,S,1,7,1,,test(acr): size-aware tolerance for fp32 l2 norm classic experiment
358,44b3a706,2026-08-04,fujiaze,S,6,29,9,,test(acr): avoid mingw+onetbb process-exit stack overflow in test harness
359,c0bcca01,2026-08-04,fujiaze,S,1,99,66,,"test(r11): 单元测试适配 v1.1 Schema, 224/224 通过"
360,2bda7080,2026-08-04,fujiaze,S,3,180,5,,test(acr): sustained 50/80/95/100% load verification with real sampling
361,0999d163,2026-08-04,fujiaze,S,2,97,2,,feat(drizzle): 小图 Drizzle 剖析基准 + AGENTS 工具状态修复
362,a6823fc6,2026-08-05,fujiaze,S,4,118,15,HISS-105,feat(browser): Browser UI/后端 FP32/FP64 双精度接线 (HISS-105/106)
363,48b543a1,2026-08-05,fujiaze,S,3,19,22,,perf(drizzle): 阶段3第一步 - 线程配置化 + static 调度 + 去每线程4M桶预分配
364,c1e51c93,2026-08-05,fujiaze,S,2,106,6,,refactor(drizzle): 阶段4 WCS 共享顶点路径实现 (pixfrac=1)
365,c79f3a83,2026-08-05,fujiaze,S,4,131,4,,perf(drizzle): 阶段5 候选路径重构 - NESTED 直接枚举 + 圆心预过滤
366,f4dde849,2026-08-05,fujiaze,S,1,3,2,,"perf(drizzle): 候选缓冲 1.2→1.0×res (代码注释标称上界), 1024² FP32 达 8.4×"
367,f0eda298,2026-08-05,fujiaze,S,4,155,73,,fix(acr): make work-token completion attempt-atomic
368,e447a556,2026-08-05,fujiaze,S,3,74,36,PREC-105,feat(psf): FP32 模式 PSF 拟合 float 直通 (PREC-105)
369,1a0dc50e,2026-08-05,fujiaze,S,2,3,3,,docs: 阶段1 文档一致性 - 移除过时 fast-math 描述与错误完成声明
370,be7c68b5,2026-08-05,fujiaze,M,15,203,45,,fix(acr): enforce numeric and invocation contracts
371,4ff88662,2026-08-05,fujiaze,S,3,158,5,,fix(acr): select eligible executors from device cost
372,0f1d3943,2026-08-05,fujiaze,S,3,146,12,,fix(acr): derive execution reports from per-device completions
373,8b6ee883,2026-08-05,fujiaze,S,2,96,9,,test(browser): 双精度测试自包含 - tiny 合成 FP32/FP64 HISS (阶段1)
374,3247125e,2026-08-05,fujiaze,S,4,18,3,,feat(hiss): metadata 双 dtype 字段 + astro_image_io Makefile 修复 (阶段1)
375,8b33fa17,2026-08-05,fujiaze,S,1,8,9,HISS-101,fix(hiss): HISS_VERIFY 缺 precision_mode 字段硬失败 (HISS-101)
376,4f68a1af,2026-08-05,fujiaze,M,10,225,44,,feat(acr): per-device adaptive control basics; utilization target loop demoted to reporting
377,18e6dcdf,2026-08-05,fujiaze,M,8,251,151,HISS-102;PREC-109,feat(hiss): FP64 SNR 子块 (PREC-109/HISS-102) - 全链 dtype 感知
378,68266341,2026-08-05,fujiaze,S,2,129,0,PREC-108,feat(sdet): StarDetector FP64 第一步 - 图像原语 _d (double) 变体 (PREC-108)
379,086df45a,2026-08-05,fujiaze,M,8,257,6,,refactor(acr): unify real benchmark and hardware-profile pipeline
380,997cf4c6,2026-08-05,fujiaze,S,2,118,5,,"test(acr): expand sanitizer coverage to cpu executor, contracts and controller"
381,dcb8c197,2026-08-05,fujiaze,M,4,790,629,,refactor(drizzle): 阶段6 Tile 局部累加 + 流式写入 (取消每leaf unordered_map)
382,d7601233,2026-08-05,fujiaze,S,2,16,2,,docs(acr): record 24-plan completion progress and holdout tolerance
383,a407392d,2026-08-05,fujiaze,M,10,520,310,,feat(drizzle): 阶段7 真 Scalar 累计模板化 + WCS/球面几何模板双实例
384,3b7c545e,2026-08-05,fujiaze,M,3,242,63,,fix(acr): make qualification kernels race-free and workload-equivalent
385,fd42381b,2026-08-05,fujiaze,S,5,227,22,,fix(acr): harden cuda bridge capacities and chunked convolution
386,410b0e7a,2026-08-05,fujiaze,M,10,231,47,,"feat(acr): full qualification fields, raw records and real device metadata"
387,659fa240,2026-08-05,fujiaze,M,9,163,47,,fix(acr): align profile keys residency and cost-estimator transfer accounting
388,37a871db,2026-08-05,fujiaze,S,1,162,53,,test(acr): add cross-device holdout and routing qualification
389,477b9982,2026-08-05,fujiaze,M,7,594,75,,perf(drizzle): 完整帧 352s→34s (11x) + L0/L1/L2/L3 科学/性能门全过
390,97660d2e,2026-08-05,fujiaze,S,1,40,0,,"docs: memory.md 记录 2026-08-05 PRECISE 性能重构 (Gate D 通过, 如实记录未闭合项)"
